playerid,Name,OttoneuID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
sa917947,Nick Lodolo,36686,sa917947,CIN AAA,SP,$3.33,$3.00,$1,$7,$2.70,74.925
17312.0,Justin Steele,21039,sa828960,CHC,SP/RP,$3.29,$3.00,$3,$5,$6.60,2.09
21844.0,Braxton Garrett,23723,sa917923,MIA AAA,SP,$3.25,$3.00,$3,$4,$1.20,1.194
22310.0,Chris Rodriguez,32604,sa917980,LAA,SP/RP,$3.25,$3.00,$3,$4,$1.90,2.388
5097.0,Anthony Gose,4392,sa454425,CLE,RP,$3.25,$3.00,$3,$4,$1.20,1.194
18152.0,Anthony Misiewicz,22648,sa874099,SEA,RP,$3.25,$3.00,$3,$4,$1.20,1.194
9929.0,Darin Ruf,5845,sa502060,SFG,1B/OF,$3.25,$3.00,$3,$5,$1.50,10.745999999999999
13763.0,Dominic Leone,18338,sa621519,SFG,RP,$3.25,$3.00,$3,$4,$1.20,1.194
sa3004693,Heliot Ramos,23834,sa3004693,SFG AAA,OF,$3.25,$3.00,$1,$8,$2.00,36.119
13723.0,Jacob Stallings,27620,sa526927,MIA,C,$3.24,$3.00,$3,$5,$1.10,8.657
sa3007634,Triston Casas,33651,sa3007634,BOS AAA,1B,$3.23,$3.00,$1,$8,$2.30,80.29899999999999
sa3008163,Matthew Liberatore,33611,sa3008163,STL AAA,SP,$3.21,$3.00,$1,$9,$1.80,41.791000000000004
17548.0,Taylor Ward,22048,sa858832,LAA,OF,$3.20,$3.00,$3,$4,$1.80,1.493
15042.0,Tim Mayza,18625,sa708779,TOR,RP,$3.20,$3.00,$3,$4,$1.30,1.493
sa3004139,MJ Melendez,26472,sa3004139,KCR AAA,C,$3.19,$3.00,$2,$12,$3.50,52.836000000000006
sa3011468,Josh Jung,37786,sa3011468,TEX AAA,3B,$3.18,$3.00,$1,$12,$2.50,77.612
15082.0,Adam Engel,18636,sa709002,CHW,OF,$3.17,$3.00,$3,$4,$1.40,1.791
17719.0,Steven Duggar,20339,sa827165,SFG,OF,$3.17,$3.00,$3,$5,$2.00,3.582
sa3014701,Robert Hassell III,38461,sa3014701,SDP A+,OF,$3.16,$3.00,$1,$7,$3.30,32.537
18795.0,Ramon Urias,28514,sa597169,BAL,2B/SS/3B,$3.15,$3.00,$3,$4,$1.30,3.8810000000000002
11680.0,Elias Diaz,9574,sa504943,COL,C,$3.14,$3.00,$3,$5,$1.40,10.745999999999999
sa3011526,George Kirby,36671,sa3011526,SEA AA,SP,$3.13,$3.00,$1,$7,$2.30,69.55199999999999
20000.0,Tyler Wells,32804,sa918346,BAL,RP,$3.11,$3.00,$3,$4,$1.70,2.687
sa3014516,Zac Veen,38313,sa3014516,COL A,OF,$3.11,$3.00,$1,$9,$3.40,50.746
sa3017662,Jordan Lawlar,40260,sa3017662,ARI CPX,Util,$3.10,$2.00,$2,$12,$1.70,11.94
12804.0,Matt Wisler,18273,sa601046,TBR,RP,$3.08,$3.00,$3,$4,$1.50,3.8810000000000002
13649.0,Clay Holmes,23790,sa598167,NYY,RP,$3.06,$3.00,$3,$4,$1.50,4.776
sa3008423,Simeon Woods Richardson,35742,sa3008423,MIN AA,SP,$3.03,$3.00,$1,$7,$1.30,11.94
sa3014456,Emerson Hancock,38315,sa3014456,SEA AA,SP,$3.02,$3.00,$1,$7,$3.10,48.657
22192.0,Hans Crouse,26794,sa3004642,PHI,SP/RP,$3.00,$3.00,$3,$3,$2.20,0.597
19931.0,Lucas Williams,22702,sa874987,PHI AAA,2B/OF,$3.00,$3.00,$3,$3,$2.60,0.299
18138.0,Ryan Helsley,22651,sa874172,STL,RP,$3.00,$3.00,$3,$3,$1.40,0.299
18881.0,Curtis Terry,22948,sa875607,MIN AAA,1B,$3.00,$3.00,$3,$3,$1.40,1.493
18593.0,Anderson Jose Espinoza,18543,sa872856,CHC AA,SP,$3.00,$3.00,$3,$3,$2.20,0.299
18027.0,Hoy Jun Park,23359,sa877610,PIT,2B/SS/3B/OF,$3.00,$3.00,$3,$3,$1.40,0.299
11632.0,Heath Hembree,14736,sa548437,FA,RP,$3.00,$3.00,$3,$3,$3.30,0.8959999999999999
15463.0,Jose De Leon,18458,sa738334,TOR AAA,RP,$3.00,$3.00,$3,$3,$1.40,0.8959999999999999
17888.0,Tayler Saucedo,22846,sa875298,TOR AAA,RP,$3.00,$3.00,$3,$3,$1.00,0.299
13475.0,Daniel Norris,18159,sa597783,FA,RP,$3.00,$3.00,$3,$3,$1.20,0.597
16426.0,Thairo Estrada,19982,sa739620,SFG,2B/SS/OF,$3.00,$3.00,$3,$3,$1.30,0.597
16814.0,Tim Hill,21514,sa829603,SDP,RP,$3.00,$3.00,$3,$3,$1.20,0.597
21794.0,Sherten Apostel,32329,sa917364,TEX CPX,3B,$3.00,$3.00,$3,$3,$1.10,0.597
19703.0,Jake Noll,31753,sa874225,WSN AAA,1B/2B/OF,$3.00,$3.00,$3,$3,$2.00,0.299
14527.0,Jorge Lopez,18556,sa597780,BAL,SP/RP,$3.00,$3.00,$3,$3,$1.90,0.299
20242.0,Kevin Smith,31994,sa915864,TOR AAA,SS/3B,$3.00,$3.00,$3,$3,$1.60,1.194
18819.0,Andy Ibanez,23574,sa914201,TEX,1B/2B/3B,$3.00,$3.00,$3,$3,$1.70,0.597
17750.0,Max Schrock,23657,sa658670,CIN,2B/OF,$3.00,$3.00,$3,$3,$3.10,0.597
19731.0,Kodi Whitley,26847,sa3004708,STL,RP,$3.00,$3.00,$3,$3,$1.20,0.299
13675.0,Tyrone Taylor,18254,sa657979,MIL,OF,$3.00,$3.00,$3,$3,$1.60,1.194
22165.0,Ryan Vilade,26562,sa3004256,COL AAA,OF,$3.00,$3.00,$3,$3,$1.50,2.687
5422.0,Steve Lombardozzi,17713,sa455421,OAK AAA,Util,$3.00,$3.00,$3,$3,$1.10,0.299
sa3005579,Jhonkensy Noel,33905,sa3005579,CLE CPX,3B,$3.00,$3.00,$2,$4,$2.00,0.597
21298.0,Andre Jackson,35919,sa829605,LAD,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.8959999999999999
sa829488,J.J. Matijevic,31529,sa829488,HOU AAA,1B/OF,$3.00,$3.00,$3,$3,$1.00,0.299
7754.0,Mike Fiers,4834,sa502128,OAK AAA,RP,$3.00,$3.00,$3,$3,$2.20,0.597
19350.0,Dean Kremer,31819,sa876350,BAL AAA,SP,$3.00,$3.00,$1,$5,$1.60,0.8959999999999999
15846.0,Adam Plutko,23711,sa548327,BAL AAA,RP,$3.00,$3.00,$3,$3,$1.60,0.299
19444.0,Yohan Ramirez,33419,sa922200,SEA,RP,$3.00,$3.00,$3,$3,$1.10,0.299
13185.0,Orlando Arcia,18433,sa596917,ATL,SS/OF,$3.00,$3.00,$3,$3,$1.50,0.299
19432.0,Yonny Hernandez,22168,sa872473,TEX,2B/SS/3B,$3.00,$3.00,$3,$3,$1.50,0.8959999999999999
17732.0,Nabil Crismatt,30085,sa657397,SDP,RP,$3.00,$3.00,$3,$3,$1.00,0.299
22717.0,Angel Zerpa,25903,sa3002993,KCR,SP/RP,$3.00,$3.00,$3,$3,$1.00,0.299
19521.0,Andy Young,33188,sa919031,WSN AAA,2B,$3.00,$3.00,$3,$3,$1.40,0.8959999999999999
15730.0,Tyler Wade,19387,sa737878,LAA,2B/SS/3B/OF,$3.00,$3.00,$3,$3,$1.50,0.299
6310.0,Alcides Escobar,1678,sa253759,WSN,2B/SS,$3.00,$3.00,$3,$3,$1.10,2.388
19795.0,Keegan Thompson,33124,sa918851,CHC,SP/RP,$3.00,$3.00,$3,$3,$1.10,0.299
21111.0,Miguel Yajure,22490,sa873213,PIT,SP/RP,$3.00,$3.00,$3,$3,$1.40,1.194
sa917946,Joey Wentz,23817,sa917946,DET AA,SP,$3.00,$3.00,$3,$3,$1.10,0.299
18316.0,Edwin Rios,20344,sa827170,LAD,1B/3B,$3.00,$3.00,$3,$3,$1.00,2.09
sa3010587,Ryan Kreidler,37217,sa3010587,DET AAA,SS,$3.00,$3.00,$2,$4,$2.00,0.597
18482.0,Chris Gittens,21094,sa829048,NYY AAA,1B,$3.00,$3.00,$3,$3,$1.20,0.299
13369.0,Erik Gonzalez,9984,sa506001,MIA AAA,1B/SS/3B,$3.00,$3.00,$3,$3,$1.40,0.299
3298.0,Charlie Culberson,7578,sa389929,FA,3B/OF,$3.00,$3.00,$3,$3,$1.30,0.299
17679.0,Rogelio Armenteros,23291,sa877310,WSN CPX,SP/RP,$3.00,$3.00,$2,$4,$1.50,0.597
16885.0,Josh Fuentes,21646,sa829934,COL AAA,1B/3B,$3.00,$3.00,$3,$3,$1.20,0.299
20631.0,Jordan Holloway,21247,sa829245,MIA AAA,SP/RP,$3.00,$3.00,$3,$3,$1.30,0.597
19514.0,Andrew Knizner,31629,sa857827,STL,C,$3.00,$3.00,$3,$3,$1.20,0.597
27505.0,Kohei Arihara,38478,sa3014740,TEX AAA,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.8959999999999999
21562.0,Romy Gonzalez,34602,sa3006652,CHW AAA,SS,$3.00,$3.00,$3,$3,$1.20,0.299
10061.0,Brooks Raley,4970,sa501562,TBR,RP,$3.00,$3.00,$3,$3,$1.10,0.597
19997.0,Santiago Espinal,32722,sa918188,TOR,3B,$3.00,$3.00,$3,$3,$1.00,0.299
19334.0,Yadiel Hernandez,31391,sa724030,WSN,OF,$3.00,$3.00,$3,$3,$1.10,1.791
sa3014540,Ed Howard,38310,sa3014540,CHC A,2B/SS,$3.00,$3.00,$3,$3,$1.20,0.299
sa3011190,Ryan Garcia,37603,sa3011190,TEX A+,Util,$3.00,$3.00,$3,$3,$1.00,0.299
17710.0,Matt Beaty,29680,sa602895,LAD,1B/OF,$3.00,$3.00,$3,$3,$1.20,0.597
22051.0,John King,35862,sa3008587,TEX AAA,RP,$3.00,$3.00,$3,$3,$1.10,0.299
20447.0,Enoli Paredes,33321,sa920300,HOU AAA,RP,$3.00,$3.00,$3,$3,$1.10,0.299
20253.0,Griffin Jax,31438,sa738570,MIN,SP,$3.00,$3.00,$3,$3,$6.20,0.299
nan,Will Bednar,40145,,,Util,$3.00,$3.00,$3,$3,$1.50,0.299
16623.0,Greg Allen,20381,sa827328,PIT AAA,OF,$3.00,$3.00,$3,$3,$1.00,0.299
18064.0,Phil Maton,22809,sa875251,HOU,RP,$3.00,$3.00,$3,$3,$2.10,1.194
nan,Jackson Jobe,40097,,,Util,$3.00,$3.00,$2,$4,$1.60,1.791
17755.0,Drew Smith,22713,sa875018,NYM,RP,$3.00,$3.00,$3,$3,$1.20,0.299
24937.0,Austin Warren,34884,sa3006978,LAA,RP,$3.00,$3.00,$3,$3,$1.00,0.299
23493.0,Nick Snyder,27062,sa3005100,TEX,RP,$3.00,$3.00,$3,$3,$1.50,0.299
17536.0,Ryan Burr,30991,sa658938,CHW,RP,$3.00,$3.00,$3,$3,$1.30,0.299
20042.0,Jesus Cruz,24841,sa3001066,STL AAA,RP,$3.00,$3.00,$3,$3,$1.00,0.299
2859.0,Ross Detwiler,7186,sa388391,FA,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.299
12179.0,Maikel Franco,13821,sa549529,WSN CPX,3B,$3.00,$3.00,$3,$3,$1.30,1.791
16981.0,Tyler Beede,18369,sa597784,SFG AAA,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.597
15046.0,Trevor Gott,18484,sa621611,MIL AAA,RP,$3.00,$3.00,$3,$3,$2.60,0.299
22276.0,Dylan Coleman,34864,sa3006957,KCR,RP,$3.00,$3.00,$3,$3,$2.00,0.597
21205.0,Connor Brogdon,31492,sa739015,PHI,RP,$3.00,$3.00,$3,$3,$1.20,0.597
sa3014489,Tyler Soderstrom,38388,sa3014489,OAK A,C,$3.00,$2.00,$2,$7,$2.90,18.209
1890.0,Matt Moore,4914,sa390623,FA,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.597
sa3010021,Kody Hoese,36847,sa3010021,LAD AA,3B,$3.00,$3.00,$3,$3,$1.00,0.299
16725.0,Jose Trevino,20399,sa827368,TEX,C,$3.00,$3.00,$3,$3,$1.20,0.299
sa3010692,Orelvis Martinez,33667,sa3010692,TOR A+,SS,$3.00,$3.00,$1,$8,$2.40,18.507
18251.0,Art Warren,22902,sa875374,CIN,RP,$3.00,$3.00,$3,$3,$1.00,1.194
16587.0,Erik Swanson,21160,sa829145,SEA,RP,$3.00,$3.00,$3,$3,$1.50,0.299
13287.0,Jesse Hahn,14903,sa526877,KCR AAA,RP,$3.00,$3.00,$3,$3,$1.00,0.299
5640.0,Tyler Clippard,680,sa244022,FA,RP,$3.00,$3.00,$3,$3,$1.40,0.597
6902.0,Martin Perez,8147,sa455689,FA,SP/RP,$3.00,$3.00,$3,$3,$1.80,0.597
21558.0,Matt Vierling,33666,sa3006781,PHI,1B/OF,$3.00,$3.00,$3,$3,$1.50,1.194
16647.0,Ryan Thompson,21321,sa829336,TBR CPX,RP,$3.00,$3.00,$3,$3,$1.30,2.687
12858.0,Brian Goodwin,18187,sa501964,FA,OF,$3.00,$3.00,$3,$3,$1.00,0.597
18325.0,Taylor Hearn,23697,sa658531,TEX,SP/RP,$3.00,$3.00,$3,$3,$4.00,1.493
18721.0,Guillermo Heredia,23683,sa724029,ATL,OF,$3.00,$3.00,$3,$3,$1.20,1.493
11428.0,Brandon Workman,14924,sa390373,FA,RP,$3.00,$3.00,$3,$3,$1.90,0.597
21656.0,Kervin Castro,32050,sa916834,SFG,RP,$3.00,$3.00,$3,$3,$1.38,0.597
14735.0,Brett Phillips,18441,sa658005,TBR,OF,$3.00,$3.00,$3,$3,$1.00,0.299
5358.0,Jose Alvarez,6145,sa393430,SFG,RP,$3.00,$3.00,$3,$3,$1.10,0.597
18282.0,Jarlin Garcia,23777,sa597438,SFG,RP,$3.00,$3.00,$3,$3,$1.40,0.597
1246.0,Matt Bush,1977,sa253220,TEX,RP,$3.00,$3.00,$3,$3,$1.70,0.299
15291.0,Steven Brault,19444,sa737937,FA,SP,$3.00,$3.00,$3,$3,$1.60,0.299
22358.0,Stephen Ridings,32685,sa918119,NYY,RP,$3.00,$3.00,$3,$3,$1.10,0.8959999999999999
8246.0,Paolo Espino,2775,sa327124,WSN,SP/RP,$3.00,$3.00,$3,$3,$1.20,0.299
16375.0,Oscar Mercado,19280,sa737612,CLE,OF,$3.00,$3.00,$3,$3,$1.40,0.597
sa3014707,Aeverson Arteaga,38467,sa3014707,SFG A,SS,$3.00,$3.00,$3,$3,$1.63,0.299
13836.0,Matt Duffy,18443,sa621604,FA,2B/3B,$3.00,$3.00,$3,$3,$1.10,0.299
5448.0,Jesse Chavez,461,sa202961,FA,RP,$3.00,$3.00,$3,$3,$1.40,0.299
sa3011590,Jasiah Dixon,37873,sa3011590,PIT CPX,OF,$3.00,$3.00,$3,$3,$1.00,0.299
21728.0,Luis Oviedo,32313,sa917344,PIT,RP,$3.00,$3.00,$3,$3,$1.50,0.299
19864.0,Riley Adams,31564,sa829749,WSN,C,$3.00,$3.00,$3,$3,$1.00,0.299
sa918017,Jordan Balazovic,32627,sa918017,MIN AA,SP,$3.00,$3.00,$2,$5,$2.10,11.343
10030.0,Chris Owings,17531,sa500788,FA,OF,$3.00,$3.00,$3,$3,$1.60,1.194
9456.0,Ryan Buchter,5272,sa326487,ARI AAA,RP,$3.00,$3.00,$3,$3,$1.70,0.299
6316.0,David Phelps,5326,sa455024,TOR,RP,$3.00,$3.00,$3,$3,$1.00,0.299
14672.0,Dillon Maples,18206,sa599130,CHC AAA,RP,$3.00,$3.00,$3,$3,$1.50,0.299
sa875089,Brendon Davis,22744,sa875089,LAA AAA,SS/3B,$3.00,$3.00,$3,$3,$2.00,0.299
12022.0,Matt Andriese,18315,sa577754,SEA,RP,$3.00,$3.00,$3,$3,$1.30,0.299
sa3014453,Bryce Bonnin,38358,sa3014453,CIN A+,SP,$3.00,$3.00,$3,$3,$1.50,0.299
20543.0,Elehuris Montero,22172,sa872477,COL AAA,1B/3B,$3.00,$3.00,$2,$4,$2.90,0.597
8110.0,Bryan Shaw,5289,sa455883,FA,RP,$3.00,$3.00,$3,$3,$1.10,0.299
19961.0,Colton Welker,23869,sa917962,COL,3B,$3.00,$3.00,$3,$3,$1.10,0.597
20617.0,Jean Carlos Mejia,21665,sa830122,MIL AAA,SP/RP,$3.00,$3.00,$3,$3,$1.50,0.597
8337.0,Lucas Luetge,4829,sa328056,NYY,RP,$3.00,$3.00,$3,$3,$1.30,1.493
7803.0,Richard Bleier,8139,sa454724,MIA,RP,$3.00,$3.00,$3,$3,$1.30,0.299
18353.0,Daz Cameron,18511,sa874736,DET,OF,$3.00,$3.00,$3,$3,$1.80,0.8959999999999999
sa3017154,Matt McLain,40371,sa3017154,CIN A+,SS,$3.00,$2.00,$2,$5,$1.50,0.8959999999999999
14818.0,JaCoby Jones,18420,sa549406,KCR AAA,OF,$3.00,$3.00,$3,$3,$1.90,0.299
11241.0,Mike Freeman,14594,sa503146,CIN AAA,SS,$3.00,$3.00,$3,$3,$1.00,0.299
27515.0,Hirokazu Sawamura,38481,sa3014741,BOS,RP,$3.00,$3.00,$3,$3,$1.10,0.8959999999999999
20387.0,Anthony Kay,33684,sa738470,TOR AAA,SP/RP,$3.00,$3.00,$3,$3,$1.60,0.299
16451.0,Luis Guillorme,19391,sa737882,NYM,2B/SS/3B,$3.00,$3.00,$3,$3,$1.10,0.299
19562.0,Zack Short,31669,sa873287,DET,SS,$3.00,$3.00,$3,$3,$1.20,0.597
18288.0,Austin Dean,30445,sa657985,SFG AAA,Util,$3.00,$3.00,$3,$3,$1.20,0.299
14103.0,Rio Ruiz,18331,sa657980,FA,2B/3B,$3.00,$3.00,$3,$3,$2.00,0.299
8418.0,Ehire Adrianza,8445,sa455889,FA,3B/OF,$3.00,$3.00,$3,$3,$1.40,0.299
sa3010572,Louie Varland,37202,sa3010572,MIN A+,SP,$3.00,$3.00,$3,$3,$2.00,0.299
sa3014510,Nick Gonzales,38314,sa3014510,PIT A+,2B,$2.99,$2.00,$1,$10,$2.50,42.09
sa3010593,Corbin Carroll,37182,sa3010593,ARI A+,Util,$2.95,$3.00,$1,$7,$2.50,72.23899999999999
sa3014464,Jordan Walker,38366,sa3014464,STL A+,3B,$2.94,$2.00,$2,$8,$2.40,24.179000000000002
sa876320,Jeremy Pena,35939,sa876320,HOU CPX,SS,$2.92,$2.00,$2,$7,$3.00,7.462999999999999
sa3006887,Ronny Mauricio,33640,sa3006887,NYM AA,SS,$2.92,$3.00,$2,$5,$2.10,11.045
sa3015137,Yoelqui Céspedes,38525,sa3015137,CHW AA,OF,$2.89,$2.00,$2,$11,$1.40,5.672000000000001
19853.0,Michael King,31751,sa874220,NYY,SP/RP,$2.88,$3.00,$1,$4,$1.10,2.388
sa3006893,Jordan Groshans,33638,sa3006893,TOR AA,SS/3B,$2.87,$3.00,$1,$6,$1.70,25.97
sa3004720,Mark Vientos,26857,sa3004720,NYM AAA,3B,$2.83,$3.00,$2,$4,$1.90,3.582
sa3014692,Hedbert Perez,38113,sa3014692,MIL A,OF,$2.82,$3.00,$2,$6,$1.50,3.284
sa3010869,Brett Baty,37181,sa3010869,NYM AA,3B,$2.80,$2.00,$1,$6,$2.10,33.134
sa3005282,DL Hall,27165,sa3005282,BAL AA,SP,$2.79,$2.00,$2,$6,$1.40,25.671999999999997
sa3006872,George Valera,33605,sa3006872,CLE AA,OF,$2.76,$2.00,$1,$6,$2.30,27.463
sa3014444,Logan Allen,38349,sa3014444,CLE AA,SP,$2.75,$2.50,$2,$4,$2.10,1.194
sa3014871,Ryan Murphy,15063,sa3014871,SFG A+,SP,$2.75,$2.50,$2,$4,$1.75,1.194
sa3010862,Francisco Alvarez,37427,sa3010862,NYM A+,C,$2.74,$2.00,$1,$6,$3.50,44.776
sa3003226,Gabriel Moreno,26134,sa3003226,TOR CPX,C,$2.70,$2.00,$1,$7,$2.50,43.284
sa3014422,Bobby Miller,38335,sa3014422,LAD AA,SP,$2.69,$2.00,$2,$6,$2.40,3.8810000000000002
sa3003305,Oswald Peraza,26213,sa3003305,NYY AAA,SS,$2.67,$2.00,$2,$8,$3.10,18.209
21649.0,Luis Medina,33485,sa928510,NYY AA,SP,$2.67,$2.00,$2,$6,$1.10,1.791
sa3014537,Blaze Jordan,38316,sa3014537,BOS A,Util,$2.67,$2.00,$2,$4,$1.40,0.8959999999999999
sa3014546,Nick Yorke,38436,sa3014546,BOS A+,2B,$2.67,$2.00,$2,$6,$2.90,11.642000000000001
sa3017694,Brady House,40261,sa3017694,WSN CPX,Util,$2.67,$2.00,$2,$5,$1.60,2.687
13435.0,Pierce Johnson,18330,sa501771,SDP,RP,$2.67,$3.00,$1,$3,$1.00,1.791
sa3011338,Jackson Rutledge,37702,sa3011338,WSN A,SP,$2.67,$2.00,$1,$5,$1.40,0.8959999999999999
sa3007993,Josh Winder,35478,sa3007993,MIN AAA,SP,$2.67,$2.00,$2,$4,$1.40,0.8959999999999999
sa3014512,Ian Seymour,38409,sa3014512,TBR A+,SP,$2.67,$3.00,$2,$3,$1.80,0.8959999999999999
sa3017513,Kahlil Watson,40263,sa3017513,MIA CPX,Util,$2.65,$2.00,$2,$6,$1.40,5.97
sa3014838,Pedro León,38482,sa3014838,HOU AAA,SS,$2.65,$2.00,$1,$6,$1.60,14.328
sa3010616,Matt Brash,37234,sa3010616,SEA AA,SP,$2.60,$2.00,$2,$6,$2.60,26.269000000000002
sa3014438,Garrett Mitchell,38325,sa3014438,MIL AA,OF,$2.58,$2.00,$1,$6,$1.40,19.104
sa3005625,Andy Pages,33949,sa3005625,LAD A+,OF,$2.56,$2.00,$2,$5,$1.70,4.776
sa877505,Juan Yepez,23329,sa877505,STL AAA,1B,$2.56,$2.00,$2,$8,$1.90,5.372999999999999
sa3011484,Gunnar Henderson,37806,sa3011484,BAL AA,SS/3B,$2.53,$2.00,$2,$4,$1.60,5.672000000000001
sa3010151,Greg Jones,36921,sa3010151,TBR AA,SS,$2.50,$2.50,$2,$3,$1.10,0.597
sa3014702,Reginald Preciado,38462,sa3014702,CHC CPX,Util,$2.50,$2.50,$2,$3,$2.00,0.597
sa3014531,Joey Wiemer,38424,sa3014531,MIL A+,OF,$2.50,$2.50,$2,$3,$1.60,0.597
sa3010133,Peyton Battenfield,36903,sa3010133,CLE AA,SP,$2.50,$2.50,$2,$3,$1.33,0.597
sa3014428,J.T. Ginn,38339,sa3014428,NYM A+,SP,$2.50,$2.50,$2,$3,$1.25,0.597
sa3008294,Brice Turang,33634,sa3008294,MIL AAA,SS,$2.50,$2.50,$2,$3,$1.00,1.194
21029.0,Jhoan Duran,22559,sa873347,MIN,Util,$2.50,$2.00,$1,$5,$1.60,5.97
sa3011495,Daniel Espino,37812,sa3011495,CLE A+,SP,$2.49,$2.00,$2,$8,$2.60,10.448
sa3006896,Miguel Vargas,34804,sa3006896,LAD AA,3B,$2.43,$2.00,$2,$6,$2.20,11.94
25931.0,Michael Harris,37295,sa3010684,ATL A+,OF,$2.42,$2.00,$2,$4,$1.30,11.343
sa3011540,Michael Busch,37841,sa3011540,LAD AA,2B,$2.41,$2.00,$1,$6,$1.80,11.642000000000001
sa3008756,Luis Matos,36040,sa3008756,SFG A,OF,$2.40,$2.00,$2,$6,$2.60,18.507
sa3008536,Steven Kwan,35824,sa3008536,CLE AAA,OF,$2.40,$2.00,$2,$3,$1.29,1.493
26221.0,Ryan Pepiot,37649,sa3011244,LAD AAA,SP,$2.39,$2.00,$2,$4,$1.90,6.8660000000000005
sa3011297,Quinn Priester,36682,sa3011297,PIT A+,SP,$2.37,$2.00,$1,$4,$1.60,12.835999999999999
sa3004755,Tyler Freeman,26882,sa3004755,CLE AA,SS,$2.36,$2.00,$1,$5,$1.70,7.462999999999999
sa3014448,Trevor Hauver,38353,sa3014448,TEX A+,2B,$2.33,$2.00,$2,$3,$1.56,0.8959999999999999
sa3005898,Brayan Rocchio,33650,sa3005898,CLE AA,SS,$2.33,$2.00,$2,$3,$1.60,4.478
sa3005924,Anthony Garcia,34191,sa3005924,NYY A,1B,$2.33,$2.00,$2,$3,$2.00,0.8959999999999999
sa3014515,Bryce Elder,38412,sa3014515,ATL AAA,SP,$2.33,$2.00,$2,$3,$1.25,0.8959999999999999
sa3011773,Caleb Kilian,38006,sa3011773,CHC AA,SP,$2.33,$2.00,$2,$3,$1.50,0.8959999999999999
sa3005582,Liover Peguero,33908,sa3005582,PIT A+,SS,$2.33,$2.00,$2,$3,$1.00,0.8959999999999999
sa3004469,Tommy Romero,26688,sa3004469,TBR AAA,SP,$2.33,$2.00,$2,$3,$1.33,0.8959999999999999
sa3011621,Ethan Small,37897,sa3011621,MIL AAA,SP,$2.33,$2.00,$2,$4,$1.00,3.582
sa3008662,Cole Winn,33633,sa3008662,TEX AAA,SP,$2.32,$2.00,$2,$6,$1.90,6.567
sa3011443,Bryson Stott,37531,sa3011443,PHI AAA,SS,$2.31,$2.00,$1,$5,$1.30,3.8810000000000002
sa3014917,Jake Eder,38652,sa3014917,MIA AA,SP,$2.29,$2.00,$2,$4,$1.40,5.075
sa3011740,Matthew Allan,37808,sa3011740,NYM A+,SP,$2.25,$2.00,$2,$3,$1.30,1.194
sa3008244,Ryan Rolison,35630,sa3008244,COL CPX,SP,$2.25,$2.00,$2,$3,$1.10,1.194
sa3010329,Shea Langeliers,36669,sa3010329,ATL AAA,C,$2.25,$2.00,$2,$3,$1.10,2.388
sa1115762,Vinnie Pasquantino,37094,sa1115762,KCR AA,1B,$2.25,$2.00,$2,$3,$1.50,3.582
sa3008653,Cody Morris,35909,sa3008653,CLE CPX,SP,$2.24,$2.00,$2,$4,$1.90,6.269
sa3007018,Xavier Edwards,33645,sa3007018,TBR AA,2B/3B,$2.20,$2.00,$2,$3,$1.50,4.478
sa3017018,Colton Cowser,39978,sa3017018,BAL A,OF,$2.20,$2.00,$2,$3,$1.50,2.985
sa3014527,Justin Foscue,38311,sa3014527,TEX AA,2B,$2.17,$2.00,$2,$3,$1.70,1.791
sa3014439,Heston Kjerstad,38319,sa3014439,BAL A,Util,$2.17,$2.00,$2,$3,$1.30,3.582
sa3008742,Diego Cartaya,33674,sa3008742,LAD A,C,$2.09,$2.00,$2,$3,$1.20,3.284
sa918192,Samad Taylor,32726,sa918192,TOR AA,2B/OF,$2.00,$2.00,$2,$2,$1.11,2.09
sa3008605,Kyle Bradish,35874,sa3008605,BAL AAA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa913099,Adam Oller,31837,sa913099,NYM AAA,SP,$2.00,$2.00,$2,$2,$1.20,0.597
sa918088,Tobias Myers,23850,sa918088,CLE AAA,SP,$2.00,$2.00,$2,$2,$1.00,0.597
sa1115814,Ken Waldichuk,37478,sa1115814,NYY AA,SP,$2.00,$2.00,$2,$2,$1.71,0.299
sa3010832,Beau Brieske,37405,sa3010832,DET AA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014983,Brandon Pfaadt,38699,sa3014983,ARI AA,SP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3011342,Seth Johnson,37706,sa3011342,TBR A,SP/RP,$2.00,$2.00,$2,$2,$1.00,0.299
sa3014711,Maximo Acosta,38112,sa3014711,TEX CPX,Util,$2.00,$2.00,$2,$2,$1.00,0.299
sa3004723,Nick Allen,26860,sa3004723,OAK AAA,2B/SS,$2.00,$2.00,$2,$2,$1.33,0.299
sa3017047,Sal Frelick,40298,sa3017047,MIL A+,OF,$2.00,$2.00,$2,$2,$1.20,1.791
sa919293,Jonathan Aranda,33217,sa919293,TBR AA,1B/2B,$2.00,$2.00,$2,$2,$1.86,0.299
