playerid,Name,OttoneuID,FG MinorLeagueID,MLB Org,Position(s),Avg Salary,Median Salary,Min Salary,Max Salary,Last 10,Roster%
10155.0,Mike Trout,6305,sa500736,LAA,OF,$69.75,$69.00,$45,$101,$65.00,48.955
13611.0,Mookie Betts,18276,sa597889,LAD,2B/OF,$56.83,$57.00,$39,$88,$50.10,50.148999999999994
20123.0,Juan Soto,23717,sa906282,WSN,OF,$54.70,$55.00,$9,$85,$57.40,91.94
11579.0,Bryce Harper,14982,sa548033,PHI,OF,$54.18,$54.00,$37,$77,$53.90,88.35799999999999
18401.0,Ronald Acuña Jr.,23327,sa877503,ATL,OF,$51.74,$52.00,$10,$76,$49.00,86.56700000000001
10954.0,Jacob DeGrom,14294,sa548447,NYM,SP,$51.24,$51.00,$33,$75,$57.10,71.94
5361.0,Freddie Freeman,5680,sa390291,FA,1B,$49.16,$50.00,$27,$69,$46.20,64.47800000000001
13125.0,Gerrit Cole,18116,sa454389,NYY,SP,$47.24,$47.00,$28,$68,$47.70,83.58200000000001
19709.0,Fernando Tatis Jr.,23682,sa919910,SDP,SS/OF,$44.90,$44.00,$12,$83,$52.80,94.03
16252.0,Trea Turner,18368,sa599179,LAD,2B/SS,$44.45,$44.00,$19,$69,$42.90,91.64200000000001
3137.0,Max Scherzer,4514,sa326473,NYM,SP,$42.24,$41.00,$25,$73,$41.30,77.015
13510.0,José  Ramírez,18284,sa598784,CLE,3B,$41.90,$42.00,$15,$64,$43.50,91.94
11477.0,Christian Yelich,14893,sa548190,MIL,OF,$40.63,$42.00,$19,$61,$30.50,13.731
19611.0,Vladimir Guerrero Jr.,18549,sa920245,TOR,1B,$39.74,$40.00,$9,$73,$57.50,96.119
15640.0,Aaron Judge,18312,sa549847,NYY,OF,$39.67,$40.00,$13,$59,$35.60,89.851
11493.0,Manny Machado,14934,sa548155,SDP,3B,$39.62,$39.00,$23,$63,$38.80,58.208999999999996
2151.0,Edwin Encarnacion,4069,sa199220,FA,Util,$39.00,$39.00,$39,$39,$1.10,0.299
17678.0,Alex Bregman,18480,sa659419,HOU,3B,$38.13,$39.00,$9,$55,$36.70,37.611999999999995
19755.0,Shohei Ohtani,33600,,LAA,Util/SP,$38.11,$38.00,$8,$71,$50.00,96.71600000000001
12916.0,Francisco Lindor,18122,sa597754,NYM,SS,$37.17,$38.00,$10,$61,$32.50,39.104
12161.0,Xander Bogaerts,13117,sa550735,BOS,SS,$35.65,$36.00,$20,$48,$34.40,82.09
19374.0,Walker Buehler,18504,sa658292,LAD,SP,$35.64,$36.00,$11,$60,$39.00,88.35799999999999
13110.0,Yoenis Cespedes,18142,sa631663,FA,Util,$35.00,$35.00,$35,$35,$1.70,0.299
12856.0,George Springer,18124,sa526414,TOR,OF,$34.94,$35.00,$14,$50,$30.60,71.94
15998.0,Cody Bellinger,19328,sa737794,LAD,OF,$34.74,$35.00,$16,$56,$29.10,24.478
9777.0,Nolan Arenado,12379,sa500816,STL,3B,$34.03,$33.00,$15,$63,$29.30,49.552
12564.0,Trevor Story,18153,sa597765,FA,SS,$33.62,$34.00,$18,$51,$27.60,42.687
13624.0,Corey Seager,18216,sa657913,TEX,SS,$32.59,$33.00,$16,$57,$28.10,81.194
19427.0,Shane Bieber,23814,sa873698,CLE,SP,$32.45,$31.00,$9,$62,$37.40,82.985
17350.0,Rafael Devers,18344,sa828312,BOS,3B,$32.33,$33.00,$11,$55,$33.20,95.522
4949.0,Giancarlo Stanton,5201,sa390316,NYY,OF,$31.45,$31.00,$15,$56,$33.60,64.47800000000001
2036.0,Clayton Kershaw,2925,sa326468,FA,SP,$30.33,$30.00,$13,$64,$23.00,18.209
16149.0,Aaron Nola,18357,sa599230,PHI,SP,$30.26,$30.00,$13,$46,$28.20,72.836
4316.0,Daniel Murphy,17636,sa327744,FA,Util,$30.00,$30.00,$30,$30,$6.50,0.299
6184.0,J.D. Martinez,5903,sa502044,BOS,OF,$28.52,$28.00,$17,$51,$26.60,71.045
14162.0,Carlos Correa,18160,sa657850,FA,SS,$28.23,$28.00,$9,$56,$27.40,84.478
19612.0,Bo Bichette,23767,sa917949,TOR,SS,$26.96,$27.00,$7,$47,$31.90,95.821
12861.0,Anthony Rendon,18120,sa455515,LAA,3B,$26.71,$26.00,$12,$45,$24.30,39.701
16556.0,Ozzie Albies,18397,sa830219,ATL,2B,$26.64,$26.00,$11,$42,$23.60,90.74600000000001
19556.0,Yordan Alvarez,23795,sa943524,HOU,OF,$26.07,$26.00,$7,$47,$31.40,96.119
15429.0,Kris Bryant,18256,sa549381,FA,1B/3B/OF,$25.62,$25.00,$11,$58,$26.80,70.44800000000001
19251.0,Pete Alonso,23859,sa873981,NYM,1B,$25.50,$25.00,$7,$49,$31.10,94.62700000000001
5417.0,Jose Altuve,5918,sa455591,HOU,2B,$25.02,$25.00,$9,$43,$25.10,88.35799999999999
9218.0,Paul Goldschmidt,4374,sa501577,STL,1B,$24.73,$24.00,$10,$54,$19.60,82.68700000000001
15676.0,Jose Abreu,18286,,CHW,1B,$24.18,$23.00,$6,$72,$17.90,62.388000000000005
13543.0,Blake Snell,18460,sa597786,SDP,SP,$24.10,$23.00,$13,$48,$23.80,53.13399999999999
17484.0,Eloy Jimenez,21751,sa830373,CHW,OF,$23.88,$24.00,$8,$43,$22.80,89.25399999999999
11737.0,Nick Castellanos,14914,sa548164,FA,OF,$23.75,$24.00,$10,$40,$26.80,94.32799999999999
3254.0,Jeff Samardzija,1653,sa326740,FA,RP,$23.00,$23.00,$23,$23,$1.60,0.299
13074.0,Yu Darvish,15556,sa379610,SDP,SP,$22.92,$22.00,$9,$48,$20.20,54.626999999999995
17479.0,Jack Flaherty,20920,sa828681,STL,SP,$22.51,$22.00,$9,$51,$23.60,75.821
11739.0,J.T. Realmuto,14864,sa548255,PHI,C/1B,$22.46,$21.00,$12,$48,$19.60,70.44800000000001
18345.0,Kyle Tucker,18546,sa874240,HOU,OF,$22.20,$21.00,$7,$50,$30.10,97.015
16162.0,Brandon Woodruff,23693,sa597893,MIL,SP,$22.05,$21.00,$6,$45,$34.90,96.71600000000001
9241.0,Starling Marte,5025,sa503030,NYM,OF,$22.04,$21.00,$5,$44,$15.90,84.478
639.0,Adrian Beltre,15217,sa8183,FA,Util,$22.00,$22.00,$22,$22,$4.70,0.299
5867.0,Danny Salazar,5948,sa456364,CLE AAA,RP,$22.00,$22.00,$22,$22,$1.80,0.299
19361.0,Corbin Burnes,23813,sa873673,MIL,SP,$21.91,$21.50,$4,$56,$39.60,97.31299999999999
12703.0,Trevor Bauer,18112,sa597749,LAD,SP,$21.88,$20.00,$5,$49,$14.20,22.985
12979.0,Javier Baez,18123,sa597757,DET,2B/SS,$21.74,$20.50,$6,$47,$16.70,62.687
1943.0,Zack Greinke,15274,sa202781,FA,SP,$21.55,$22.00,$8,$38,$9.00,11.343
3473.0,Anthony Rizzo,4559,sa390610,FA,1B,$21.55,$21.00,$8,$58,$16.60,20.0
14344.0,Matt Olson,18386,sa657863,OAK,1B,$21.53,$22.00,$5,$41,$26.10,96.119
15474.0,Lucas Giolito,18195,sa657908,CHW,SP,$21.36,$21.00,$7,$45,$23.10,84.77600000000001
6368.0,Adam Jones,1017,sa244375,FA,OF,$21.00,$21.00,$21,$21,$2.60,0.299
4062.0,Dexter Fowler,2306,sa268667,FA,OF,$21.00,$21.00,$21,$21,$1.50,0.299
9810.0,Brian Dozier,5782,sa501587,FA,Util,$21.00,$21.00,$21,$21,$2.40,0.299
14168.0,Jose Berrios,18201,sa657852,TOR,SP,$20.99,$21.00,$11,$38,$17.30,90.448
20043.0,Luis Robert,23780,sa3003396,CHW,OF,$20.90,$20.00,$5,$45,$30.50,96.41799999999999
15689.0,Luis Castillo,23732,sa657487,CIN,SP,$20.67,$20.00,$9,$43,$21.20,76.71600000000001
10233.0,Aroldis Chapman,5644,sa523977,NYY,RP,$20.56,$21.00,$5,$34,$15.10,47.761
11281.0,Whit Merrifield,14694,sa526882,KCR,2B/OF,$20.30,$20.00,$8,$40,$14.00,65.672
10310.0,Zack Wheeler,15962,sa500722,PHI,SP,$20.17,$20.00,$9,$41,$26.90,96.41799999999999
16997.0,Gleyber Torres,18487,sa830372,NYY,2B/SS,$20.04,$19.00,$9,$38,$16.70,33.433
13613.0,Ketel Marte,18466,sa597026,ARI,2B/OF,$20.01,$19.00,$6,$48,$24.50,92.836
3711.0,Eric Thames,5119,sa454785,OAK,Util,$20.00,$20.00,$20,$20,$2.30,0.299
17232.0,Yoan Moncada,18425,sa864590,CHW,3B,$19.49,$19.00,$6,$32,$16.00,54.328
16376.0,Michael Conforto,18365,sa709038,FA,OF,$19.32,$19.00,$8,$30,$18.20,32.836
23667.0,Wander Samuel Franco,23848,sa3007033,TBR,SS/3B,$19.28,$19.00,$5,$45,$25.90,97.015
14128.0,Joey Gallo,18188,sa657856,NYY,OF,$19.24,$19.00,$9,$39,$21.50,76.119
16472.0,Rhys Hoskins,20350,sa827179,PHI,1B,$19.20,$20.00,$7,$31,$15.80,73.134
13301.0,Max Muncy,18255,sa503373,LAD,1B/2B,$19.11,$19.00,$7,$36,$25.80,80.896
7448.0,Gio Gonzalez,1292,sa253557,FA,RP,$19.00,$19.00,$19,$19,$1.70,0.299
8203.0,Dee Strange-Gordon,17855,sa454527,WSN AAA,SS,$19.00,$19.00,$19,$19,$4.60,0.299
12533.0,Marcus Semien,18263,sa546772,TEX,2B/SS,$18.84,$19.00,$3,$31,$24.60,96.41799999999999
14212.0,Josh Hader,18391,sa658473,MIL,RP,$18.74,$18.00,$11,$37,$21.10,90.74600000000001
15764.0,Masahiro Tanaka,18294,sa491207,FA,RP,$18.50,$18.50,$18,$19,$1.90,0.597
2434.0,Nelson Cruz,4511,sa201363,FA,Util,$18.37,$18.00,$6,$35,$17.40,27.164
7859.0,Charlie Blackmon,8259,sa454446,COL,OF,$18.07,$17.00,$6,$34,$13.10,13.134
14765.0,Julio Urias,18240,sa736324,LAD,SP,$18.04,$18.00,$8,$37,$22.10,97.31299999999999
11003.0,Evan Gattis,14194,sa549669,FA,Util,$18.00,$18.00,$18,$18,$1.60,0.299
10603.0,Chris Sale,14393,sa392121,BOS,SP,$17.92,$17.00,$6,$48,$16.90,92.23899999999999
14710.0,Edwin Diaz,23601,sa657938,NYM,RP,$17.76,$17.00,$6,$34,$13.70,82.68700000000001
9874.0,DJ LeMahieu,4953,sa500845,NYY,1B/2B/3B,$17.68,$17.00,$7,$46,$18.80,47.761
7450.0,Phil Hughes,685,sa254323,FA,RP,$17.00,$17.00,$17,$17,$2.00,0.299
3410.0,Ryan Braun,726,sa291154,FA,Util,$17.00,$17.00,$17,$17,$1.70,0.299
13743.0,Max Fried,18164,sa657860,ATL,SP,$16.86,$16.50,$7,$36,$14.00,95.522
14374.0,Tyler Glasnow,18236,sa597835,TBR,SP,$16.78,$16.00,$4,$43,$11.10,38.507
4676.0,Charlie Morton,1427,sa202429,ATL,SP,$16.75,$16.00,$6,$31,$16.20,92.537
11762.0,Noah Syndergaard,14402,sa548169,LAA,SP/RP,$16.53,$16.00,$5,$44,$13.30,63.881
10131.0,Stephen Strasburg,5219,sa500543,WSN,SP,$16.28,$15.00,$4,$53,$15.40,23.284000000000002
15672.0,Austin Meadows,18281,sa737440,TBR,OF,$16.18,$16.00,$9,$34,$16.20,71.343
16478.0,Kyle Schwarber,18347,sa709545,FA,1B/OF,$16.13,$16.00,$1,$30,$14.20,91.34299999999999
15172.0,Tim Anderson,18306,sa737508,CHW,SS,$16.01,$15.00,$6,$35,$16.10,92.23899999999999
16505.0,Matt Chapman,18378,sa828672,OAK,3B,$15.98,$16.00,$6,$32,$12.60,37.313
12049.0,Kyle Hendricks,18334,sa577809,CHC,SP,$15.38,$15.00,$7,$29,$7.20,11.045
18498.0,Kenta Maeda,23583,sa379502,MIN,SP,$15.36,$15.00,$6,$25,$6.80,6.567
11609.0,Willson Contreras,12398,sa508176,CHC,C,$15.08,$15.00,$6,$35,$10.80,57.91
19290.0,Randy Arozarena,23840,sa914549,TBR,OF,$15.03,$15.00,$4,$33,$17.50,87.463
10348.0,Domingo Santana,5866,sa503853,FA,Util,$15.00,$15.00,$15,$15,$2.70,0.299
4106.0,Michael Brantley,2803,sa290204,HOU,OF,$14.98,$15.00,$5,$28,$11.00,44.478
18360.0,Austin Riley,22674,sa874756,ATL,1B/3B,$14.92,$15.00,$5,$34,$19.00,97.31299999999999
17130.0,Raisel Iglesias,18422,sa830702,LAA,RP,$14.89,$15.00,$5,$34,$10.80,86.866
12552.0,Eugenio Suarez,9668,sa505033,CIN,SS/3B,$14.76,$13.00,$7,$31,$11.00,29.851
18882.0,Brandon Lowe,31741,sa874181,TBR,2B/OF,$14.67,$14.00,$5,$29,$15.10,96.41799999999999
11368.0,Yasmani Grandal,14882,sa392198,CHW,C/1B,$14.60,$14.00,$5,$34,$11.80,89.552
14161.0,Byron Buxton,18163,sa657851,MIN,OF,$14.44,$14.00,$3,$31,$17.40,97.31299999999999
6632.0,Carlos Carrasco,1735,sa254892,NYM,SP,$14.19,$13.00,$5,$29,$9.00,9.254
14566.0,Franmil Reyes,30128,sa657490,CLE,OF,$14.17,$13.00,$3,$31,$17.20,93.73100000000001
12183.0,Cody Allen,18205,sa549216,MIN AAA,RP,$14.00,$14.00,$14,$14,$2.50,0.299
3096.0,Kenley Jansen,2916,sa295200,FA,RP,$13.52,$12.00,$3,$34,$11.00,53.731
12970.0,Joe Musgrove,18462,sa597766,SDP,SP,$13.35,$13.00,$6,$31,$18.10,95.821
13590.0,Jesse Winker,18239,sa657865,CIN,OF,$13.27,$13.00,$4,$35,$23.10,97.31299999999999
5235.0,Justin Turner,3013,sa326827,LAD,3B,$13.14,$12.00,$3,$32,$14.00,62.388000000000005
9323.0,Patrick Corbin,8520,sa500846,WSN,SP,$13.14,$12.00,$3,$32,$3.00,8.657
14444.0,Hyun Jin Ryu,18210,sa722329,TOR,SP,$13.01,$12.00,$6,$25,$14.30,43.582
20370.0,Bruce Zimmermann,26912,sa3004810,BAL,SP,$13.00,$13.00,$13,$13,$3.20,0.299
5667.0,Steven Souza Jr.,5828,sa389680,LAD AAA,OF,$13.00,$13.00,$13,$13,$1.60,0.299
15890.0,Luis Severino,18355,sa657781,NYY,RP,$12.98,$12.00,$3,$29,$10.90,82.38799999999999
12144.0,Max Kepler,14131,sa549507,MIN,OF,$12.91,$13.00,$3,$31,$9.30,30.149
13769.0,Adalberto Mondesi,18218,sa659237,KCR,SS/3B,$12.84,$11.00,$3,$33,$8.60,67.46300000000001
4892.0,Mike Moustakas,7624,sa388370,CIN,1B/3B,$12.79,$13.00,$2,$23,$5.90,8.357999999999999
12768.0,Sonny Gray,18113,sa455516,CIN,SP,$12.74,$12.00,$4,$28,$11.00,64.179
3548.0,Liam Hendriks,5778,sa393300,CHW,RP,$12.72,$12.00,$5,$27,$16.30,94.32799999999999
17027.0,Alex Verdugo,18408,sa828699,BOS,OF,$12.67,$12.00,$5,$27,$12.60,86.56700000000001
19197.0,Will Smith,23654,sa873265,LAD,C,$12.65,$12.00,$5,$27,$17.00,96.41799999999999
5038.0,Josh Donaldson,5418,sa389798,MIN,3B,$12.61,$12.00,$3,$27,$10.20,54.925
9111.0,Brad Hand,5010,sa454426,FA,RP,$12.61,$12.50,$5,$21,$6.30,8.357999999999999
14811.0,Luke Voit,23799,sa502753,NYY,1B,$12.59,$12.50,$5,$26,$10.50,26.866
18684.0,Sandy Alcantara,20732,sa828383,MIA,SP,$12.50,$12.00,$5,$29,$18.80,97.31299999999999
7304.0,Salvador Perez,8626,sa392995,KCR,C,$12.46,$12.00,$4,$40,$19.10,96.41799999999999
13145.0,Josh Bell,18152,sa597768,WSN,1B/OF,$12.43,$12.00,$4,$25,$12.70,86.26899999999999
2520.0,Lance Lynn,5591,sa454404,CHW,SP,$12.40,$12.00,$6,$29,$17.00,94.32799999999999
19291.0,Zac Gallen,23779,sa857550,ARI,SP,$12.18,$12.00,$3,$31,$12.20,78.806
14120.0,Lance McCullers Jr.,18228,sa657858,HOU,SP,$12.13,$12.00,$3,$28,$10.50,91.34299999999999
14107.0,Kevin Gausman,18196,sa548347,TOR,SP,$12.11,$12.00,$3,$28,$19.80,95.22399999999999
9054.0,Justin Smoak,5434,sa454366,FA,Util,$12.00,$12.00,$12,$12,$2.80,0.299
6797.0,Julio Teheran,5750,sa394370,FA,RP,$12.00,$12.00,$12,$12,$1.40,0.299
13608.0,Mallex Smith,18485,sa599039,TOR AAA,OF,$12.00,$12.00,$12,$12,$1.10,0.299
17796.0,Dillon Tate,18482,sa874239,BAL,RP,$12.00,$12.00,$3,$21,$1.50,0.597
6895.0,Chase Anderson,5943,sa501567,TEX AAA,SP/RP,$12.00,$12.00,$12,$12,$1.10,0.299
15362.0,Jeff Mcneil,18644,sa709024,NYM,2B/OF,$11.73,$11.00,$7,$35,$8.90,21.791
13066.0,Teoscar Hernandez,23651,sa596861,TOR,OF,$11.57,$11.00,$4,$28,$19.20,97.015
20099.0,Chris Paddack,22766,sa875195,SDP,SP,$11.35,$10.00,$4,$24,$8.40,25.075
15038.0,German Marquez,23688,sa656016,COL,SP,$11.34,$11.00,$1,$23,$6.90,56.418
14221.0,Jorge Soler,18162,sa658226,FA,OF,$11.31,$11.00,$4,$21,$9.00,71.94
2967.0,Tommy Pham,4322,sa327986,FA,OF,$11.25,$11.50,$3,$21,$5.50,14.328
17186.0,Dinelson Lamet,21952,sa843182,SDP,SP/RP,$11.20,$11.00,$4,$22,$8.30,30.448
15149.0,Trey Mancini,18626,sa708967,BAL,1B,$11.11,$11.00,$3,$20,$9.50,55.821000000000005
19238.0,Lourdes Gurriel Jr.,23722,sa908697,TOR,1B/OF,$11.04,$11.00,$5,$22,$8.80,80.29899999999999
6627.0,Brad Brach,4814,sa455297,FA,RP,$11.00,$11.00,$11,$11,$2.60,0.299
7996.0,Jose Martinez,7590,sa380012,NYM AAA,Util,$11.00,$11.00,$9,$13,$2.20,0.597
9892.0,Jay Bruce,1840,sa290133,FA,1B,$11.00,$11.00,$11,$11,$1.70,0.299
785.0,Todd Frazier,5641,sa389301,FA,Util,$11.00,$11.00,$11,$11,$1.10,0.299
12763.0,Chris Devenski,23604,sa599312,ARI,RP,$11.00,$11.00,$11,$11,$1.40,0.299
12076.0,Felipe Vazquez,9643,sa505018,PIT,RP,$11.00,$11.00,$11,$11,$4.00,0.299
6885.0,Ian Desmond,2062,sa253269,COL,OF,$11.00,$11.00,$11,$11,$4.60,0.299
20298.0,Jhonathan Diaz,20815,sa828483,LAA,SP/RP,$11.00,$11.00,$11,$11,$2.50,0.299
12155.0,Eddie Rosario,14135,sa548299,FA,OF,$10.97,$11.00,$2,$23,$5.40,32.239000000000004
19252.0,Cavan Biggio,23737,sa738582,TOR,3B/OF,$10.94,$10.00,$5,$27,$6.80,30.149
7005.0,Ryan Pressly,5735,sa390190,HOU,RP,$10.92,$10.00,$4,$32,$10.60,88.65700000000001
17929.0,Cedric Mullins,22616,sa873639,BAL,OF,$10.85,$11.00,$3,$27,$12.00,96.119
11442.0,Gary Sanchez,14078,sa549555,NYY,C,$10.67,$10.00,$3,$29,$7.00,24.478
18363.0,Victor Robles,18516,sa828409,WSN AAA,OF,$10.64,$11.00,$4,$25,$4.40,6.567
6012.0,Didi Gregorius,16490,sa456349,PHI,SS,$10.58,$10.00,$3,$24,$3.60,7.164
12927.0,Brandon Nimmo,18126,sa597760,NYM,OF,$10.57,$11.00,$3,$26,$6.60,78.507
14274.0,Mitch Haniger,18356,sa502733,SEA,OF,$10.56,$10.00,$3,$27,$10.70,94.03
10324.0,Marcell Ozuna,6130,sa503013,ATL,OF,$10.53,$9.00,$3,$52,$8.50,35.224000000000004
14309.0,Frankie Montas,13126,sa551258,OAK,SP,$10.50,$10.00,$3,$22,$9.90,95.22399999999999
18564.0,Trent Grisham,18547,sa874246,SDP,OF,$10.41,$10.00,$3,$23,$15.30,83.28399999999999
17128.0,Ramon Laureano,21200,sa829185,OAK,OF,$10.37,$10.00,$4,$22,$8.90,52.836000000000006
6249.0,Trevor Cahill,4107,sa326540,FA,SP,$10.33,$9.00,$3,$19,$1.20,0.8959999999999999
18314.0,Dansby Swanson,18506,sa659260,ATL,SS,$10.31,$10.00,$4,$24,$8.10,83.881
13164.0,Eduardo Rodriguez,13335,sa548722,DET,SP,$10.27,$10.00,$3,$24,$6.90,81.493
18383.0,Mike Soroka,22668,sa874715,ATL,RP,$10.25,$9.00,$3,$28,$6.50,39.104
13431.0,Marcus Stroman,18184,sa501969,CHC,SP,$10.22,$10.00,$3,$29,$8.70,84.478
18679.0,Freddy Peralta,19168,sa737343,MIL,SP,$10.22,$10.00,$3,$31,$16.40,97.015
8090.0,Matt Carpenter,4672,sa501744,FA,1B/2B,$10.20,$5.00,$3,$32,$1.30,1.493
11486.0,Robbie Ray,14941,sa549085,SEA,SP,$10.08,$10.00,$3,$38,$12.60,96.41799999999999
19955.0,Gavin Lux,32576,sa917933,LAD,2B/SS/OF,$10.03,$9.50,$3,$23,$7.70,66.26899999999999
6655.0,Craig Kimbrel,5677,sa454499,CHW,RP,$10.00,$10.00,$3,$25,$8.90,68.358
5631.0,Matt Kemp,3745,sa244013,FA,Util,$10.00,$10.00,$10,$10,$1.10,0.299
7836.0,Hunter Strickland,8257,sa392092,FA,RP,$10.00,$10.00,$10,$10,$1.20,0.299
2717.0,Rick Porcello,7519,sa389909,FA,RP,$10.00,$10.00,$10,$10,$1.90,0.299
9346.0,Brandon Morrow,7509,sa326466,FA,RP,$10.00,$10.00,$10,$10,$1.30,0.299
19680.0,Sixto Sanchez,22611,sa873550,MIA,RP,$9.98,$9.00,$3,$22,$7.60,59.403
11899.0,Joc Pederson,14895,sa549081,FA,OF,$9.96,$9.00,$3,$19,$5.50,13.433
19959.0,Jesus Luzardo,23741,sa917981,MIA,SP/RP,$9.95,$9.00,$3,$22,$6.90,37.611999999999995
2429.0,Corey Kluber,6965,sa390385,TBR,SP,$9.91,$9.00,$3,$43,$5.70,29.552
19951.0,Ian Anderson,23650,sa917921,ATL,SP,$9.91,$9.00,$3,$28,$12.00,91.045
17901.0,Andrew Benintendi,18491,sa738659,KCR,OF,$9.87,$9.00,$4,$29,$7.20,47.463
17282.0,Michael Kopech,18493,sa828680,CHW,RP,$9.87,$10.00,$3,$22,$10.90,95.22399999999999
19326.0,Bryan Reynolds,23825,sa873683,PIT,OF,$9.73,$9.00,$3,$25,$11.70,96.71600000000001
sa3014504,Spencer Torkelson,38320,sa3014504,DET AAA,1B/3B,$9.65,$9.00,$1,$27,$12.20,95.22399999999999
17295.0,Framber Valdez,22426,sa873146,HOU,SP,$9.61,$9.00,$3,$20,$10.40,93.73100000000001
8048.0,Will Smith,16675,sa454956,ATL,RP,$9.60,$9.00,$2,$21,$4.50,73.73100000000001
13152.0,Jorge Polanco,13217,sa548087,MIN,2B/SS,$9.58,$9.00,$3,$25,$10.40,94.925
20220.0,Jo Adell,23792,sa3004837,LAA,OF,$9.57,$10.00,$3,$23,$6.70,77.91
18036.0,Jake Cronenworth,22004,sa857694,SDP,1B/2B/SS,$9.54,$9.00,$3,$23,$11.70,95.821
9434.0,Dallas Keuchel,4782,sa501517,CHW,SP,$9.53,$8.00,$3,$29,$2.90,8.955
12808.0,Mike Clevinger,23576,sa597956,SDP,RP,$9.43,$8.00,$3,$24,$10.80,88.06
9847.0,Andrew McCutchen,3435,sa290131,FA,OF,$9.40,$9.00,$3,$34,$6.60,17.015
14854.0,Mike Yastrzemski,18383,sa503161,SFG,OF,$9.36,$9.00,$4,$17,$6.70,44.478
11423.0,Jose Quintana,10626,sa505541,PIT,SP/RP,$9.25,$6.00,$3,$24,$1.30,2.388
20126.0,Dylan Carlson,32580,sa917940,STL,OF,$9.24,$9.00,$3,$21,$10.40,90.74600000000001
19508.0,Kyle Lewis,23621,sa857836,SEA,OF,$9.23,$9.00,$3,$19,$6.40,53.433
18015.0,Paul Dejong,21601,sa829829,STL,SS,$9.21,$8.50,$3,$19,$3.10,8.357999999999999
19470.0,Tommy Edman,31703,sa873704,STL,2B/OF,$9.18,$9.00,$3,$18,$6.30,66.26899999999999
22558.0,Jarred Kelenic,33617,sa3007741,SEA,OF,$9.18,$8.00,$3,$26,$10.40,91.34299999999999
19979.0,Zach Plesac,31701,sa873700,CLE,SP,$9.11,$8.00,$3,$20,$5.90,31.343000000000004
17919.0,Ian Happ,18479,sa827194,CHC,OF,$9.11,$8.00,$3,$21,$6.60,73.433
19716.0,Dustin May,32611,sa917992,LAD,SP,$9.10,$9.00,$3,$20,$7.50,74.925
12164.0,Miguel Sano,13310,sa548088,MIN,1B,$9.10,$8.00,$3,$30,$6.80,33.433
20003.0,Keston Hiura,23806,sa3004043,MIL,1B/2B,$9.06,$8.00,$4,$30,$4.70,10.745999999999999
9205.0,Logan Morrison,2581,sa326123,CIN AAA,Util,$9.00,$9.00,$9,$9,$1.90,0.299
3284.0,Anibal Sanchez,3988,sa226473,FA,RP,$9.00,$9.00,$9,$9,$4.60,0.299
13699.0,Jake Faria,18492,sa598097,FA,SP/RP,$9.00,$9.00,$9,$9,$2.50,0.299
4972.0,Cole Hamels,15286,sa202810,FA,RP,$9.00,$9.00,$9,$9,$1.20,0.299
13607.0,Carl Edwards Jr.,18275,sa602909,TOR CPX,RP,$9.00,$9.00,$9,$9,$1.10,0.299
1177.0,Albert Pujols,8741,,FA,1B,$9.00,$9.00,$9,$9,$1.30,0.299
14457.0,Adam Conley,18316,sa597781,FA,RP,$9.00,$9.00,$9,$9,$1.50,0.299
5702.0,Junior Guerra,8191,sa244150,FA,RP,$9.00,$9.00,$9,$9,$1.00,0.299
4153.0,Jake Arrieta,5706,sa389721,FA,SP,$9.00,$3.00,$3,$31,$1.80,1.493
10816.0,Jedd Gyorko,13731,sa526816,FA,Util,$9.00,$9.00,$9,$9,$1.40,0.299
3200.0,Ervin Santana,7035,sa200938,FA,RP,$9.00,$9.00,$9,$9,$1.60,0.299
10199.0,Billy Hamilton,11967,sa500815,FA,OF,$9.00,$9.00,$9,$9,$2.10,0.299
8241.0,David Robertson,2499,sa328019,FA,RP,$9.00,$9.00,$9,$9,$1.20,0.299
7466.0,Anthony Swarzak,3247,sa254147,FA,RP,$9.00,$9.00,$9,$9,$1.90,0.299
16980.0,Daniel Mengden,20991,sa828805,FA,RP,$9.00,$9.00,$9,$9,$1.60,0.299
7870.0,Jonathan Lucroy,5188,sa389306,FA,C,$9.00,$9.00,$9,$9,$1.30,0.299
8753.0,Tanner Roark,8697,sa454939,ATL AAA,RP,$9.00,$9.00,$9,$9,$2.40,0.299
404.0,CC Sabathia,15519,sa8700,FA,RP,$9.00,$9.00,$9,$9,$1.60,0.299
4922.0,Ender Inciarte,5931,sa503287,NYY AAA,OF,$9.00,$9.00,$9,$9,$1.60,0.299
7226.0,Matt Davidson,5936,sa500767,LAD AAA,1B,$9.00,$9.00,$9,$9,$1.70,0.299
4772.0,Felix Hernandez,15214,sa244302,FA,RP,$9.00,$9.00,$9,$9,$1.70,0.299
5498.0,Arodys Vizcaino,5751,sa455896,NYM AAA,RP,$9.00,$9.00,$9,$9,$1.80,0.299
13807.0,Kevin Plawecki,18343,sa621652,BOS,C,$9.00,$9.00,$9,$9,$1.00,0.299
7882.0,Josh Lindblom,17724,sa454435,MIL AAA,SP/RP,$9.00,$9.00,$9,$9,$1.20,0.299
17085.0,Pablo Lopez,18786,sa736473,MIA,SP,$8.94,$8.00,$3,$22,$15.20,95.522
20492.0,Casey Mize,33616,sa3008444,DET,SP,$8.89,$9.00,$3,$18,$7.40,73.73100000000001
19479.0,Aaron Civale,31750,sa874216,CLE,SP,$8.88,$8.00,$1,$20,$5.90,41.791000000000004
