playerid,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,WHIP,K/9,BB/9,ERA,FIP,WAR,RA9-WAR,ADP
10954,Jacob deGrom,NYM,26,26,153.0,12.078947368421051,6.039473684210526,17.111842105263158,0.0,0.0,107.70394736842105,43.2828947368421,15.098684210526317,221.44736842105263,34.223684210526315,0.93,13.01,2.01,2.55,2.36,5.536184210526316,4.932236842105263,24.4
13125,Gerrit Cole,NYY,32,32,199.0,14.0,8.0,21.0,0.0,0.0,157.0,73.0,27.0,263.0,52.00000000000001,1.05,11.92,2.36,3.29,3.16,5.3,5.2,7.6
19361,Corbin Burnes,MIL,29,29,175.0,12.068965517241379,8.045977011494253,18.103448275862068,0.0,0.0,140.80459770114942,63.36206896551724,20.114942528735632,222.27011494252875,52.298850574712645,1.1,11.44,2.67,3.25,3.12,4.525862068965517,4.525862068965517,11.9
19427,Shane Bieber,CLE,31,31,189.0,11.751295336787564,9.792746113989637,19.585492227979273,0.0,0.0,160.60103626943007,70.50777202072538,23.502590673575128,228.17098445595857,52.88082901554404,1.13,10.85,2.53,3.36,3.31,4.4067357512953365,4.60259067357513,31.5
3137,Max Scherzer,NYM,31,31,188.0,12.93121693121693,8.952380952380953,18.8994708994709,0.0,0.0,151.1957671957672,70.62433862433862,26.857142857142854,239.72486772486772,46.751322751322746,1.06,11.47,2.26,3.4,3.35,4.277248677248677,3.8793650793650793,19.6
10310,Zack Wheeler,PHI,32,32,207.0,13.256157635467982,10.19704433497537,20.39408866995074,0.0,0.0,189.66502463054186,83.61576354679804,26.512315270935964,212.09852216748772,52.00492610837439,1.17,9.22,2.26,3.64,3.67,4.2827586206896555,4.180788177339901,24.9
16149,Aaron Nola,PHI,32,32,191.0,11.9375,10.942708333333332,17.90625,0.0,0.0,173.09375,82.56770833333334,27.854166666666668,211.890625,54.713541666666664,1.19,9.97,2.58,3.89,3.87,3.680729166666667,3.2828124999999995,41.5
16162,Brandon Woodruff,MIL,31,31,183.0,11.743315508021391,9.786096256684491,17.614973262032084,0.0,0.0,163.42780748663102,75.35294117647058,24.46524064171123,204.52941176470588,51.86631016042781,1.18,10.06,2.55,3.71,3.67,3.5229946524064175,3.718716577540107,20.3
11486,Robbie Ray,SEA,32,32,193.0,12.125654450261779,11.115183246073299,18.18848167539267,0.0,0.0,153.5916230366492,78.81675392670157,29.303664921465966,253.6282722513089,71.7434554973822,1.17,11.79,3.34,3.68,3.74,3.637696335078534,3.7387434554973824,50.9
8700,Justin Verlander,,29,29,180.0,12.342857142857143,9.257142857142856,17.485714285714284,0.0,0.0,152.22857142857143,73.02857142857142,28.8,218.05714285714288,45.25714285714286,1.09,10.89,2.24,3.64,3.65,3.6,3.805714285714286,104.9
16137,Carlos Rodón,,28,28,150.0,9.74025974025974,7.792207792207793,13.636363636363637,0.0,0.0,124.67532467532469,60.3896103896104,19.48051948051948,184.0909090909091,47.72727272727273,1.15,11.07,2.88,3.63,3.54,3.409090909090909,3.2142857142857144,128.8
13164,Eduardo Rodriguez,DET,32,32,183.0,10.881081081081081,10.881081081081081,16.816216216216215,0.0,0.0,169.15135135135134,78.14594594594595,23.740540540540543,189.92432432432435,60.340540540540545,1.25,9.36,2.96,3.83,3.84,3.4621621621621625,3.5610810810810807,159.1
9132,Nathan Eovaldi,BOS,31,31,179.0,11.737704918032788,9.781420765027322,15.650273224043715,0.0,0.0,172.15300546448086,78.25136612021858,24.453551912568308,179.0,43.038251366120214,1.2,9.02,2.15,3.93,3.76,3.3256830601092893,3.6191256830601093,140.8
17995,Logan Webb,SFG,32,32,184.0,11.682539682539682,10.708994708994709,17.523809523809522,0.0,0.0,176.2116402116402,74.96296296296296,16.55026455026455,174.26455026455025,57.439153439153436,1.27,8.52,2.8,3.66,3.55,3.31005291005291,3.1153439153439155,65.2
17295,Framber Valdez,HOU,31,31,188.0,12.795811518324609,8.858638743455497,18.701570680628272,0.0,0.0,177.17277486910996,74.80628272251309,15.74869109947644,174.2198952879581,76.77486910994764,1.35,8.34,3.66,3.58,3.77,3.2481675392670155,3.838743455497382,146.1
2520,Lance Lynn,CHW,31,31,182.0,11.679144385026738,9.732620320855615,16.545454545454547,0.0,0.0,165.45454545454544,80.7807486631016,28.224598930481285,195.6256684491979,56.44919786096257,1.22,9.67,2.81,4.0,4.06,3.211764705882353,3.114438502673797,67.6
10603,Chris Sale,BOS,28,28,149.0,10.439490445859873,7.592356687898089,14.235668789808917,0.0,0.0,126.22292993630573,58.840764331210195,18.980891719745223,183.1656050955414,43.65605095541401,1.14,11.03,2.65,3.57,3.44,3.1318471337579616,3.701273885350318,57.6
15474,Lucas Giolito,CHW,31,31,181.0,11.804347826086957,9.83695652173913,15.739130434782608,0.0,0.0,159.3586956521739,80.66304347826086,29.51086956521739,204.6086956521739,59.02173913043478,1.21,10.2,2.93,4.01,4.08,3.2461956521739133,3.0494565217391303,45.2
4676,Charlie Morton,ATL,29,29,165.0,10.7396449704142,8.78698224852071,15.621301775147929,0.0,0.0,148.40236686390534,67.36686390532545,19.52662721893491,181.5976331360947,52.72189349112426,1.21,9.92,2.85,3.7,3.62,3.1242603550295858,3.3195266272189348,96.8
15873,Sean Manaea,OAK,31,31,175.0,10.754189944134078,9.776536312849162,16.620111731843576,0.0,0.0,160.33519553072625,71.36871508379889,23.463687150837988,175.0,43.01675977653631,1.16,8.99,2.22,3.65,3.75,3.03072625698324,3.3240223463687153,148.0
14168,José Berríos,TOR,32,32,196.0,13.0,10.0,18.0,0.0,0.0,182.0,86.0,26.999999999999996,201.0,54.99999999999999,1.22,9.25,2.55,3.96,3.95,3.0999999999999996,3.8,79.4
15689,Luis Castillo,CIN,32,32,192.0,12.0,11.0,17.0,0.0,0.0,183.0,88.0,26.0,198.0,73.0,1.33,9.26,3.4,4.12,4.1,3.1000000000000005,3.1000000000000005,91.7
14107,Kevin Gausman,TOR,32,32,187.0,12.930851063829788,9.946808510638299,16.909574468085108,0.0,0.0,171.08510638297872,81.56382978723404,27.851063829787233,203.9095744680851,52.71808510638298,1.19,9.79,2.54,3.93,3.88,3.0835106382978723,3.7797872340425527,71.0
19755,Shohei Ohtani,LAA,28,28,156.0,10.4,7.5636363636363635,15.127272727272727,0.0,0.0,134.25454545454545,64.29090909090908,20.8,181.52727272727273,53.89090909090909,1.21,10.48,3.13,3.7,3.76,2.9309090909090907,3.214545454545455,8.6
14309,Frankie Montas,OAK,31,31,177.0,10.877094972067038,9.88826815642458,16.810055865921786,0.0,0.0,158.21229050279328,73.1731843575419,22.743016759776538,186.8882681564246,54.385474860335194,1.2,9.52,2.77,3.71,3.75,3.06536312849162,3.2631284916201113,93.0
19374,Walker Buehler,LAD,32,32,196.0,12.86868686868687,9.8989898989899,17.81818181818182,0.0,0.0,187.0909090909091,90.08080808080808,29.6969696969697,200.94949494949495,56.42424242424243,1.24,9.23,2.61,4.11,4.06,3.0686868686868687,2.573737373737374,17.5
18525,Dylan Cease,CHW,31,31,163.0,10.547058823529413,9.588235294117647,13.423529411764706,0.0,0.0,138.0705882352941,72.87058823529412,24.929411764705883,195.6,65.2,1.25,10.83,3.63,4.04,4.08,2.876470588235294,2.6847058823529406,85.0
18684,Sandy Alcantara,MIA,32,32,200.0,12.0,11.0,19.0,0.0,0.0,189.0,86.0,24.0,191.0,61.0,1.25,8.58,2.75,3.86,3.87,3.0,2.9,43.3
2036,Clayton Kershaw,,26,26,148.0,10.0,8.0,13.0,0.0,0.0,141.0,61.0,21.0,151.0,35.0,1.19,9.16,2.14,3.72,3.74,2.8,2.9000000000000004,171.7
16269,John Means,BAL,29,29,165.0,9.593023255813954,10.55232558139535,13.430232558139537,0.0,0.0,161.1627906976744,78.66279069767442,29.738372093023255,151.56976744186045,37.41279069767442,1.21,8.29,2.05,4.29,4.47,2.686046511627907,2.590116279069768,220.9
13743,Max Fried,ATL,31,31,183.0,11.870270270270272,9.891891891891893,16.816216216216215,0.0,0.0,180.03243243243244,78.14594594594595,22.751351351351353,172.11891891891892,55.3945945945946,1.29,8.49,2.72,3.87,3.91,2.76972972972973,3.264324324324324,73.9
12970,Joe Musgrove,SDP,31,31,179.0,11.802197802197803,9.835164835164836,15.736263736263737,0.0,0.0,165.23076923076923,78.68131868131869,24.58791208791209,183.9175824175824,54.09340659340659,1.22,9.21,2.7,3.93,3.99,2.753846153846154,2.5571428571428574,78.0
17282,Michael Kopech,CHW,23,43,111.0,7.655172413793103,6.124137931034483,7.655172413793103,0.0,0.7655172413793103,91.86206896551724,47.46206896551725,16.07586206896552,137.02758620689656,39.80689655172414,1.19,11.14,3.25,3.83,3.83,2.066896551724138,1.9903448275862068,168.0
17085,Pablo López,MIA,29,29,155.0,9.337349397590362,9.337349397590362,14.006024096385541,0.0,0.0,142.86144578313252,64.42771084337349,18.674698795180724,154.06626506024097,43.885542168674704,1.21,8.96,2.55,3.74,3.79,2.521084337349398,2.521084337349398,138.7
13074,Yu Darvish,SDP,29,29,165.0,10.7396449704142,9.763313609467454,13.66863905325444,0.0,0.0,148.40236686390534,75.1775147928994,25.384615384615387,182.57396449704143,48.81656804733728,1.19,9.96,2.65,4.09,3.99,2.5384615384615388,2.1479289940828403,101.2
18679,Freddy Peralta,MIL,29,29,140.0,8.588957055214724,8.588957055214724,11.16564417177914,0.0,0.0,116.80981595092024,64.41717791411043,21.47239263803681,170.920245398773,59.263803680981596,1.26,10.98,3.82,4.12,4.19,2.2331288343558287,2.2331288343558287,56.7
13543,Blake Snell,SDP,29,29,151.0,10.512658227848101,8.60126582278481,13.379746835443038,0.0,0.0,127.10759493670886,63.07594936708861,19.113924050632914,180.626582278481,65.94303797468355,1.28,10.74,3.92,3.78,3.86,2.484810126582279,2.484810126582279,115.6
14120,Lance McCullers Jr.,HOU,26,26,146.0,9.931972789115648,7.945578231292517,12.91156462585034,0.0,0.0,130.10884353741497,59.59183673469388,15.891156462585034,157.9183673469388,58.59863945578231,1.29,9.73,3.62,3.68,3.76,2.582312925170068,2.780952380952381,171.5
16511,Jordan Montgomery,NYY,29,29,158.0,10.597560975609756,8.670731707317072,13.487804878048781,0.0,0.0,151.2560975609756,72.25609756097562,23.121951219512194,157.03658536585365,51.0609756097561,1.28,8.96,2.89,4.09,4.14,2.504878048780488,2.504878048780488,214.2
21483,Shane McClanahan,TBR,28,28,149.0,10.30817610062893,7.49685534591195,14.056603773584907,0.0,0.0,130.25786163522014,59.9748427672956,17.80503144654088,163.0566037735849,52.477987421383645,1.22,9.82,3.15,3.6,3.72,2.4364779874213838,2.9050314465408804,112.3
14765,Julio Urías,LAD,32,32,159.0,10.203208556149734,8.502673796791443,13.60427807486631,0.0,0.0,152.19786096256686,73.97326203208557,26.358288770053477,158.14973262032086,44.213903743315505,1.24,8.96,2.51,4.19,4.26,2.125668449197861,1.955614973262032,37.9
15038,Germán Márquez,COL,32,32,191.0,9.896373056994818,12.865284974093266,13.854922279792746,0.0,0.0,209.80310880829015,103.9119170984456,29.689119170984455,176.15544041450775,63.336787564766844,1.43,8.29,2.99,4.89,4.44,2.4740932642487046,2.276165803108808,260.3
12304,Chris Bassitt,OAK,31,31,179.0,10.586021505376344,10.586021505376344,16.36021505376344,0.0,0.0,168.41397849462368,79.8763440860215,24.059139784946236,168.41397849462368,51.005376344086024,1.22,8.47,2.55,4.01,4.05,2.4059139784946235,2.6946236559139782,138.9
22286,Trevor Rogers,MIA,28,28,146.0,9.48051948051948,8.532467532467532,13.272727272727273,0.0,0.0,127.03896103896103,59.727272727272734,18.01298701298701,159.27272727272725,52.142857142857146,1.23,9.83,3.21,3.69,3.79,2.275324675324675,2.4649350649350654,96.4
12808,Mike Clevinger,SDP,24,24,141.0,9.195652173913043,7.1521739130434785,12.26086956521739,0.0,0.0,124.65217391304348,59.26086956521739,19.41304347826087,155.30434782608697,48.02173913043478,1.22,9.9,3.06,3.77,3.83,2.4521739130434783,2.35,187.6
14444,Hyun Jin Ryu,TOR,31,31,175.0,11.864406779661017,8.898305084745763,14.83050847457627,0.0,0.0,177.96610169491524,80.08474576271186,24.717514124293785,152.25988700564972,42.514124293785315,1.26,7.81,2.2,4.1,4.13,2.3728813559322033,3.0649717514124295,203.8
22267,Tarik Skubal,DET,29,29,154.0,9.746835443037975,9.746835443037975,11.69620253164557,0.0,0.0,141.32911392405063,71.15189873417722,23.39240506329114,165.69620253164555,51.65822784810127,1.25,9.7,3.01,4.13,4.15,2.241772151898734,2.5341772151898736,196.2
19291,Zac Gallen,ARI,31,31,173.0,9.719101123595506,10.691011235955056,13.606741573033707,0.0,0.0,165.22471910112358,83.58426966292136,24.297752808988765,182.7191011235955,65.11797752808988,1.33,9.5,3.38,4.33,4.16,2.2353932584269662,2.2353932584269662,135.9
13431,Marcus Stroman,CHC,32,32,184.0,9.787234042553191,11.744680851063828,14.680851063829788,0.0,0.0,196.72340425531914,90.04255319148936,23.489361702127656,143.87234042553192,55.787234042553195,1.37,7.02,2.73,4.4,4.31,2.251063829787234,2.0553191489361704,184.3
11762,Noah Syndergaard,LAA,28,28,161.0,8.889570552147239,9.877300613496933,12.840490797546012,0.0,0.0,167.91411042944785,80.99386503067484,24.69325153374233,131.3680981595092,43.4601226993865,1.31,7.34,2.42,4.55,4.46,2.1730061349693255,1.6791411042944786,209.2
16358,Tyler Mahle,CIN,31,31,169.0,9.602272727272727,10.5625,12.482954545454547,0.0,0.0,163.23863636363637,86.42045454545455,29.767045454545457,179.5625,61.45454545454545,1.33,9.57,3.26,4.59,4.57,2.1125000000000003,2.016477272727273,131.1
13781,Alex Wood,SFG,29,29,158.0,9.634146341463415,9.634146341463415,13.487804878048781,0.0,0.0,152.21951219512195,68.40243902439025,19.26829268292683,152.21951219512195,49.13414634146341,1.27,8.66,2.79,3.88,3.92,2.1195121951219513,2.408536585365854,222.7
10021,Mike Minor,KCR,29,29,170.0,9.659090909090908,10.625,14.488636363636363,0.0,0.0,168.0681818181818,82.10227272727273,25.113636363636363,151.64772727272728,51.19318181818182,1.29,8.06,2.69,4.34,4.36,2.125,2.607954545454546,484.0
19447,Patrick Sandoval,LAA,26,26,126.0,8.571428571428573,6.857142857142857,11.142857142857142,0.0,0.0,116.57142857142857,54.857142857142854,16.285714285714285,128.57142857142858,51.42857142857143,1.33,9.14,3.64,3.92,4.14,1.885714285714286,2.1428571428571432,208.6
12768,Sonny Gray,CIN,29,29,157.0,9.631901840490798,9.631901840490798,11.558282208588958,0.0,0.0,153.1472392638037,78.98159509202453,23.116564417177916,161.8159509202454,62.60736196319018,1.37,9.27,3.57,4.5,4.39,2.1190184049079757,1.9263803680981595,181.3
23735,Luis Garcia,HOU,29,29,161.0,9.583333333333332,9.583333333333332,13.416666666666666,0.0,0.0,149.5,76.66666666666666,24.916666666666668,167.70833333333334,60.375,1.3,9.37,3.37,4.3,4.32,2.1083333333333334,2.0125,151.6
25377,Brady Singer,KCR,28,28,141.0,8.459999999999999,9.4,11.28,0.0,0.0,140.06,65.8,15.979999999999999,126.9,51.699999999999996,1.36,8.09,3.31,4.21,4.14,1.974,2.35,440.2
17479,Jack Flaherty,STL,31,31,169.0,10.502824858757062,9.548022598870057,14.322033898305085,0.0,0.0,151.8135593220339,75.42937853107344,24.82485875706215,176.63841807909606,57.28813559322034,1.24,9.38,3.04,4.0,4.18,2.005084745762712,2.3870056497175143,76.2
17277,Ranger Suárez,PHI,29,29,141.0,8.545454545454545,8.545454545454545,11.963636363636365,0.0,0.0,136.72727272727272,64.0909090909091,18.8,128.1818181818182,52.127272727272725,1.35,8.18,3.34,4.08,4.3,1.7945454545454547,2.050909090909091,176.7
12703,Trevor Bauer,LAD,21,21,128.0,8.126984126984127,6.095238095238095,11.174603174603174,0.0,0.0,112.76190476190476,56.888888888888886,20.317460317460316,151.36507936507937,42.666666666666664,1.21,10.62,2.97,4.03,3.99,2.1333333333333333,1.8285714285714285,269.3
26410,Alek Manoah,TOR,26,26,141.0,9.591836734693878,7.673469387755102,11.510204081632653,0.0,0.0,125.65306122448979,64.26530612244898,21.102040816326532,156.34693877551018,49.87755102040816,1.25,10.01,3.21,4.12,4.15,2.0142857142857147,2.4938775510204083,96.5
14916,Jon Gray,TEX,31,31,169.0,9.49438202247191,10.4438202247191,13.292134831460674,0.0,0.0,164.25280898876406,79.75280898876404,24.685393258426966,167.1011235955056,57.91573033707865,1.31,8.88,3.09,4.27,4.23,1.9938202247191013,2.183707865168539,242.0
6562,Alex Cobb,SFG,28,28,149.0,8.880794701986755,8.880794701986755,12.827814569536423,0.0,0.0,149.0,66.11258278145695,16.774834437086092,133.21192052980132,48.35099337748344,1.32,8.03,2.92,3.98,3.91,2.0721854304635765,1.9735099337748345,255.1
15890,Luis Severino,NYY,24,42,136.0,8.717948717948717,6.9743589743589745,9.58974358974359,0.0,0.8717948717948718,129.02564102564102,61.8974358974359,20.05128205128205,135.12820512820514,41.84615384615385,1.26,8.98,2.77,4.08,4.13,1.830769230769231,2.005128205128205,178.1
22264,Shane Baz,TBR,21,21,104.0,7.0508474576271185,6.169491525423729,9.694915254237289,0.0,0.0,88.13559322033898,43.186440677966104,14.101694915254237,118.10169491525424,35.25423728813559,1.19,10.19,3.03,3.71,3.81,1.8508474576271188,1.8508474576271188,140.4
9323,Patrick Corbin,WSN,29,29,172.0,9.885057471264368,10.873563218390805,13.839080459770114,0.0,0.0,177.93103448275863,86.0,26.689655172413794,156.183908045977,57.33333333333333,1.36,8.13,3.01,4.49,4.44,1.9770114942528736,1.8781609195402298,418.3
10131,Stephen Strasburg,WSN,26,26,151.0,8.882352941176471,8.882352941176471,11.843137254901961,0.0,0.0,151.0,75.99346405228758,22.699346405228756,143.1045751633987,51.3202614379085,1.34,8.5,3.06,4.5,4.39,1.973856209150327,1.6777777777777778,291.2
15454,Nick Pivetta,BOS,29,29,141.0,8.545454545454545,8.545454545454545,10.254545454545454,0.0,0.0,135.87272727272727,72.63636363636364,22.218181818181815,146.9818181818182,56.400000000000006,1.36,9.4,3.6,4.61,4.44,1.709090909090909,1.7945454545454547,376.3
19951,Ian Anderson,ATL,29,29,156.0,9.397590361445783,9.397590361445783,12.216867469879519,0.0,0.0,149.42168674698794,76.12048192771084,21.6144578313253,154.12048192771084,67.66265060240964,1.39,8.93,3.91,4.39,4.35,1.7855421686746986,1.8795180722891567,151.2
21224,Bailey Ober,MIN,26,26,132.0,8.193103448275862,8.193103448275862,10.013793103448275,0.0,0.0,132.0,66.45517241379311,22.758620689655174,131.08965517241379,36.41379310344828,1.27,8.95,2.46,4.5,4.36,1.729655172413793,1.6386206896551723,268.7
6632,Carlos Carrasco,NYM,26,26,142.0,8.875,8.875,11.833333333333332,0.0,0.0,135.09722222222223,65.08333333333333,21.694444444444446,142.98611111111111,45.36111111111111,1.26,9.03,2.85,4.09,4.16,1.8736111111111111,1.4791666666666665,298.0
20633,Yusei Kikuchi,SEA,28,28,149.0,8.822368421052632,8.822368421052632,11.76315789473684,0.0,0.0,145.07894736842107,69.59868421052632,20.585526315789476,139.19736842105263,52.93421052631579,1.33,8.44,3.23,4.2,4.26,1.8624999999999998,2.0585526315789475,350.9
13361,Steven Matz,STL,29,29,156.0,9.68944099378882,9.68944099378882,12.596273291925465,0.0,0.0,151.1552795031056,72.67080745341615,22.285714285714285,140.49689440993788,48.44720496894409,1.28,8.08,2.82,4.17,4.33,1.8409937888198755,1.7440993788819876,249.6
19409,Dane Dunning,TEX,28,28,141.0,8.403973509933774,9.337748344370862,11.205298013245034,0.0,0.0,141.0,66.29801324503312,17.741721854304636,126.99337748344371,50.42384105960265,1.36,8.09,3.2,4.25,4.26,1.680794701986755,1.7741721854304633,427.8
22250,Logan Gilbert,SEA,26,26,133.0,7.546099290780142,8.48936170212766,10.375886524822695,0.0,0.0,122.62411347517731,61.312056737588655,21.69503546099291,137.7163120567376,37.73049645390071,1.2,9.31,2.53,4.16,4.21,1.697872340425532,1.8865248226950355,164.0
21390,Joe Ryan,MIN,24,24,129.0,8.176056338028168,7.267605633802817,9.992957746478872,0.0,0.0,122.64084507042253,62.683098591549296,21.802816901408452,134.4507042253521,37.24647887323944,1.24,9.39,2.6,4.35,4.27,1.6352112676056338,1.8169014084507042,223.0
19879,Tanner Houck,BOS,18,49,102.0,6.375,5.578125,5.578125,0.0,0.796875,94.03125,45.421875,11.953125,109.96875,37.453125,1.29,9.73,3.32,4.03,3.85,1.434375,1.6734375000000001,202.7
15734,Brad Keller,KCR,28,28,156.0,8.830188679245284,9.81132075471698,11.773584905660377,0.0,0.0,160.9056603773585,77.50943396226415,17.660377358490567,127.54716981132076,64.75471698113208,1.44,7.35,3.72,4.46,4.4,1.7660377358490567,2.158490566037736,553.3
10123,Kyle Gibson,PHI,32,32,188.0,10.053475935828876,12.064171122994654,14.074866310160427,0.0,0.0,195.0374331550802,95.50802139037434,28.149732620320854,160.85561497326202,71.37967914438504,1.42,7.68,3.44,4.57,4.66,1.709090909090909,1.709090909090909,376.4
11423,José Quintana,PIT,28,28,133.0,7.673076923076923,8.525641025641026,10.230769230769232,0.0,0.0,131.2948717948718,63.94230769230769,18.756410256410255,121.06410256410257,52.006410256410255,1.38,8.22,3.53,4.35,4.43,1.4493589743589743,1.4493589743589743,550.6
20492,Casey Mize,DET,31,31,161.0,8.473684210526315,11.298245614035087,11.298245614035087,0.0,0.0,167.59064327485382,81.91228070175438,23.53801169590643,132.75438596491227,49.900584795321635,1.35,7.42,2.77,4.57,4.54,1.6005847953216372,1.7888888888888888,276.3
11674,Jameson Taillon,NYY,28,28,146.0,8.644736842105262,8.644736842105262,9.605263157894736,0.0,0.0,146.96052631578948,75.88157894736842,25.934210526315788,137.35526315789474,43.223684210526315,1.3,8.46,2.69,4.68,4.65,1.6328947368421052,1.344736842105263,308.0
2233,Adam Wainwright,STL,31,31,190.0,10.77319587628866,10.77319587628866,16.649484536082472,0.0,0.0,196.8556701030928,92.0618556701031,27.422680412371133,149.84536082474227,55.82474226804124,1.33,7.09,2.66,4.38,4.49,1.6649484536082475,1.7628865979381443,203.1
25385,Drew Rasmussen,TBR,24,41,114.0,6.9324324324324325,6.9324324324324325,8.472972972972974,0.0,0.7702702702702703,103.98648648648648,49.2972972972973,13.864864864864865,117.08108108108108,45.445945945945944,1.31,9.22,3.56,3.91,4.01,1.3094594594594593,1.6175675675675676,280.6
13050,Anthony DeSclafani,SFG,31,31,168.0,9.6,11.520000000000001,12.48,0.0,0.0,172.79999999999998,83.52000000000001,24.96,143.04,49.92,1.32,7.64,2.66,4.49,4.39,1.536,1.344,214.8
13896,Chris Flexen,SEA,29,29,144.0,7.578947368421052,9.263157894736842,11.789473684210526,0.0,0.0,147.3684210526316,70.73684210526315,22.736842105263158,119.57894736842104,40.421052631578945,1.31,7.49,2.54,4.41,4.51,1.3473684210526315,1.4315789473684208,380.9
15467,Marco Gonzales,SEA,31,31,181.0,8.853260869565219,11.804347826086957,13.771739130434783,0.0,0.0,188.8695652173913,92.46739130434783,31.478260869565215,143.6195652173913,50.16847826086957,1.32,7.12,2.48,4.59,4.8,1.5739130434782609,1.4755434782608696,313.7
1943,Zack Greinke,,28,28,159.0,8.94375,9.9375,11.924999999999999,0.0,0.0,171.91875000000002,80.49374999999999,25.837500000000002,123.22500000000001,37.762499999999996,1.32,7.0,2.12,4.6,4.57,1.4906249999999999,1.4906249999999999,312.1
20468,Huascar Ynoa,ATL,23,23,107.0,6.903225806451613,6.903225806451613,7.766129032258065,0.0,0.0,102.68548387096774,50.91129032258065,14.669354838709676,108.7258064516129,38.83064516129032,1.33,9.16,3.31,4.3,4.16,1.2943548387096775,1.3806451612903226,238.9
3548,Liam Hendriks,CHW,0,68,68.0,4.0,3.0,0.0,29.0,2.0,49.0,22.0,8.0,99.0,17.0,0.96,13.14,2.22,2.86,2.69,1.5,1.4,32.8
16256,Kyle Freeland,COL,29,29,158.0,7.754601226993866,11.631901840490798,8.723926380368098,0.0,0.0,187.079754601227,95.96319018404908,26.17177914110429,121.16564417177915,54.282208588957054,1.53,6.95,3.11,5.47,4.98,1.4539877300613497,1.1631901840490797,557.6
3542,Danny Duffy,,18,18,97.0,5.938775510204081,5.938775510204081,7.9183673469387745,0.0,0.0,90.07142857142857,45.53061224489796,14.846938775510205,99.96938775510203,34.642857142857146,1.29,9.26,3.2,4.25,4.34,1.3857142857142857,1.2867346938775512,580.0
18413,José Urquidy,HOU,24,24,129.0,7.588235294117647,7.588235294117647,9.48529411764706,0.0,0.0,129.9485294117647,66.3970588235294,23.71323529411765,113.8235294117647,33.1985294117647,1.27,7.94,2.31,4.64,4.7,1.3279411764705882,1.2330882352941177,210.4
2429,Corey Kluber,TBR,26,26,142.0,8.635135135135135,8.635135135135135,11.513513513513514,0.0,0.0,137.2027027027027,68.12162162162161,21.10810810810811,133.36486486486487,49.891891891891895,1.32,8.45,3.14,4.33,4.39,1.343243243243243,1.4391891891891893,351.5
21318,Tylor Megill,NYM,21,21,110.0,6.695652173913044,6.695652173913044,8.608695652173914,0.0,0.0,103.30434782608695,50.69565217391305,16.26086956521739,112.86956521739131,37.30434782608695,1.27,9.18,3.04,4.16,4.22,1.3391304347826087,1.1478260869565216,314.6
15423,Andrew Heaney,LAD,24,24,116.0,7.791044776119403,6.925373134328358,8.656716417910447,0.0,0.0,110.80597014925372,58.0,21.64179104477612,122.05970149253731,35.492537313432834,1.26,9.49,2.73,4.49,4.55,1.2119402985074625,1.0388059701492538,305.2
13774,Zach Eflin,PHI,23,23,129.0,6.946153846153846,7.938461538461539,9.923076923076923,0.0,0.0,134.95384615384617,65.49230769230769,22.823076923076925,111.13846153846154,32.746153846153845,1.3,7.74,2.27,4.59,4.6,1.29,1.1907692307692306,478.6
17578,JT Brubaker,PIT,24,24,133.0,6.746376811594203,8.67391304347826,9.637681159420291,0.0,0.0,134.92753623188406,67.46376811594203,21.202898550724637,122.39855072463767,44.33333333333333,1.34,8.25,2.98,4.56,4.53,1.2528985507246377,1.1565217391304348,488.1
14078,Michael Wacha,BOS,23,41,109.0,6.364963503649635,7.160583941605839,5.569343065693431,0.0,0.7956204379562044,112.97810218978103,56.48905109489051,17.503649635036496,97.86131386861314,33.416058394160586,1.35,8.12,2.74,4.68,4.47,1.0343065693430655,1.1934306569343067,507.6
19479,Aaron Civale,CLE,28,28,154.0,7.7,10.5875,11.549999999999999,0.0,0.0,161.70000000000002,78.925,25.9875,129.9375,42.35,1.33,7.58,2.49,4.61,4.61,1.25125,1.54,266.1
20370,Bruce Zimmermann,BAL,23,23,118.0,6.555555555555555,8.428571428571429,8.428571428571429,0.0,0.0,121.74603174603176,60.87301587301588,18.730158730158728,96.46031746031746,44.01587301587302,1.41,7.39,3.35,4.68,4.88,1.2174603174603174,1.2174603174603174,597.6
19680,Sixto Sánchez,MIA,16,16,91.0,5.934782608695652,5.934782608695652,7.913043478260869,0.0,0.0,88.03260869565217,40.55434782608695,10.880434782608695,83.08695652173913,28.684782608695652,1.28,8.21,2.84,3.97,4.03,1.2858695652173913,1.1869565217391305,348.0
11156,Merrill Kelly,ARI,29,29,171.0,9.0,12.0,12.0,0.0,0.0,187.0,94.0,29.0,135.0,52.0,1.4,7.08,2.74,4.95,4.79,1.3,1.0,477.0
8779,Wade Miley,CHC,29,29,163.0,8.784431137724551,10.736526946107785,11.7125748502994,0.0,0.0,179.59281437125748,84.91616766467065,23.4251497005988,116.14970059880238,58.56287425149701,1.46,6.43,3.23,4.71,4.8,1.268862275449102,1.3664670658682634,447.8
17874,Nestor Cortes,NYY,19,51,110.0,6.330935251798562,6.330935251798562,5.539568345323741,0.0,0.7913669064748202,104.46043165467626,55.39568345323741,20.575539568345324,115.53956834532373,38.776978417266186,1.3,9.46,3.14,4.55,4.64,1.0287769784172662,0.8705035971223022,360.8
