"Name","Team","GS","G","IP","W","L","SV","HLD","H","ER","HR","SO","BB","WHIP","K/9","BB/9","ERA","FIP","-1","WAR","RA9-WAR","-1","ADP","playerid"
"Drew Smyly","","23","23","106.0","6","7","0","0","108","57","20","100","37","1.37","8.45","3.17","4.85","4.83","","0.8","0.7","","560.3","11760"
"Garrett Crochet","CHW","3","59","69.0","5","4","0","10","55","27","8","86","31","1.25","11.24","4.01","3.47","3.59","","0.8","0.9","","509.9","27463"
"Craig Kimbrel","CHW","0","66","66.0","5","4","4","12","47","27","10","98","32","1.21","13.41","4.41","3.70","3.83","","0.8","1.0","","146.9","6655"
"Erick Fedde","WSN","23","23","106.0","6","7","0","0","113","58","17","87","40","1.45","7.40","3.42","4.95","4.86","","0.8","0.6","","574.4","17425"
"Cole Sulser","BAL","0","66","66.0","4","4","6","12","58","30","10","73","26","1.28","9.94","3.58","4.04","4.16","","0.8","0.8","","478.0","15256"
"Yonny Chirinos","TBR","16","48","97.0","5","5","0","1","94","45","13","82","26","1.24","7.64","2.44","4.15","4.22","","0.8","0.9","","600.0","16401"
"Dylan Floro","MIA","0","67","67.0","5","4","19","7","63","27","6","60","24","1.30","8.04","3.20","3.69","3.71","","0.7","0.7","","231.1","13394"
"Pierce Johnson","SDP","0","64","64.0","4","3","15","9","53","27","8","77","28","1.27","10.90","3.94","3.85","3.86","","0.7","0.5","","401.0","13435"
"Mitch Keller","PIT","21","37","108.0","6","7","0","1","113","57","15","98","47","1.48","8.18","3.93","4.76","4.63","","0.7","0.6","","525.0","17594"
"James Kaprielian","OAK","23","37","105.0","6","7","0","1","100","53","18","104","38","1.32","8.94","3.25","4.59","4.67","","0.7","0.8","","354.9","18331"
"Brett Anderson","","23","23","109.0","7","8","0","0","123","57","15","63","33","1.43","5.25","2.73","4.73","4.79","","0.7","0.8","","600.9","8223"
"Tim Mayza","TOR","0","62","62.0","4","3","2","14","54","25","7","66","23","1.25","9.63","3.41","3.61","3.68","","0.7","1.0","","596.2","15042"
"Gregory Soto","DET","0","68","68.0","4","4","24","4","56","29","7","82","38","1.38","10.91","4.99","3.89","3.92","","0.7","0.9","","199.8","19677"
"Corey Knebel","PHI","0","60","60.0","3","3","15","8","49","25","8","77","25","1.23","11.49","3.79","3.76","3.73","","0.7","0.7","","167.0","15010"
"Martín Pérez","","23","23","105.0","7","7","0","0","116","58","16","83","40","1.47","7.10","3.38","4.94","4.83","","0.7","0.6","","599.8","6902"
"Tony Gonsolin","LAD","26","26","124.0","7","7","0","0","117","65","23","127","54","1.38","9.23","3.90","4.74","4.91","","0.7","0.7","","306.9","19388"
"Michael Fulmer","DET","0","65","65.0","4","4","7","10","63","29","9","63","21","1.29","8.79","2.96","4.05","4.08","","0.7","0.6","","354.8","13218"
"Mike Mayers","LAA","0","66","66.0","4","3","2","12","59","29","10","76","24","1.25","10.42","3.24","3.94","3.92","","0.7","0.7","","580.7","15451"
"Will Smith","ATL","0","70","70.0","5","3","28","3","58","30","11","87","26","1.21","11.17","3.37","3.87","3.97","","0.7","0.9","","98.1","8048"
"Codi Heuer","CHC","0","68","68.0","5","4","4","15","66","31","8","62","24","1.32","8.17","3.15","4.07","4.06","","0.7","0.6","","496.5","23293"
"Luis Patiño","TBR","15","55","98.0","6","6","0","1","89","47","15","103","40","1.32","9.44","3.68","4.34","4.41","","0.7","0.6","","295.6","22815"
"Roansy Contreras","PIT","11","11","57.0","3","4","0","0","56","27","8","53","20","1.33","8.40","3.16","4.31","4.31","","0.7","0.7","","472.5","22810"
"Wily Peralta","","26","26","123.0","6","8","0","0","131","68","18","92","54","1.50","6.69","3.96","4.99","5.06","","0.6","0.6","","598.5","7738"
"Trevor May","NYM","0","63","63.0","4","4","2","15","51","25","9","81","24","1.20","11.56","3.45","3.64","3.64","","0.6","0.6","","543.4","6398"
"Bryse Wilson","PIT","23","35","117.0","6","8","0","1","129","65","20","84","36","1.41","6.45","2.80","5.00","5.02","","0.6","0.4","","596.8","19990"
"Vince Velasquez","","21","21","96.0","5","7","0","0","92","53","18","99","42","1.40","9.28","3.90","4.93","4.95","","0.6","0.6","","600.9","11189"
"Dakota Hudson","STL","24","38","111.0","7","7","0","1","111","54","13","80","47","1.42","6.47","3.84","4.35","4.64","","0.6","0.9","","449.5","19206"
"A.J. Minter","ATL","0","62","62.0","5","3","0","14","54","25","7","73","24","1.26","10.62","3.54","3.62","3.49","","0.6","0.7","","595.5","18655"
"Aaron Loup","LAA","0","62","62.0","4","3","1","14","57","25","7","62","20","1.23","8.98","2.87","3.64","3.75","","0.6","0.8","","582.4","10343"
"Nate Pearson","TOR","15","33","76.0","5","4","0","1","69","38","12","85","35","1.36","9.99","4.12","4.44","4.54","","0.6","0.8","","431.5","20160"
"Cristian Javier","HOU","11","45","79.0","3","3","0","1","64","37","12","100","38","1.28","11.30","4.28","4.23","4.31","","0.6","0.6","","314.7","17606"
"José Alvarado","PHI","0","67","67.0","4","3","9","12","52","28","6","87","45","1.44","11.75","6.01","3.73","3.99","","0.6","0.9","","574.8","17780"
"Reiver Sanmartin","CIN","13","33","72.0","5","4","0","1","75","36","11","63","23","1.36","7.86","2.92","4.47","4.51","","0.6","0.7","","514.5","19754"
"David Peterson","NYM","13","13","65.0","4","4","0","0","62","30","8","60","27","1.36","8.31","3.67","4.19","4.38","","0.6","0.6","","578.9","20302"
"Chris Paddack","SDP","10","26","61.0","4","3","0","1","58","28","10","60","14","1.19","8.77","2.08","4.08","4.11","","0.6","0.6","","397.3","20099"
"James Paxton","BOS","8","8","43.0","3","3","0","0","41","21","6","46","15","1.31","9.63","3.08","4.32","4.04","","0.6","0.7","","559.5","11828"
"Josh Winder","MIN","16","26","82.0","3","4","0","1","86","44","13","69","27","1.37","7.52","2.90","4.79","4.72","","0.6","0.6","","999.0","sa3007993"
"Tucker Davidson","ATL","13","13","67.0","4","4","0","0","65","33","9","64","32","1.44","8.63","4.27","4.49","4.49","","0.6","0.7","","567.5","19871"
"Dean Kremer","BAL","15","15","71.0","4","5","0","0","75","42","14","63","29","1.46","7.94","3.67","5.29","5.26","","0.6","0.2","","999.0","19350"
"David Price","LAD","11","45","79.0","5","4","0","1","78","37","12","76","25","1.30","8.60","2.87","4.17","4.39","","0.6","0.5","","573.2","3184"
"Jakob Junis","","15","15","69.0","4","5","0","0","74","38","12","61","21","1.38","7.94","2.78","4.90","4.79","","0.6","0.4","","999.0","13619"
"Rich Hill","BOS","19","19","100.0","5","6","0","0","103","56","17","87","36","1.39","7.79","3.22","5.03","4.95","","0.6","0.8","","439.9","4806"
"Ross Stripling","TOR","15","37","80.0","5","5","0","1","82","42","14","73","24","1.32","8.19","2.65","4.69","4.65","","0.6","0.6","","556.4","13273"
"Mark Melancon","ARI","0","65","65.0","4","3","30","2","66","28","6","53","23","1.37","7.39","3.16","3.94","3.89","","0.6","0.7","","135.3","4264"
"Tyler Wells","BAL","0","64","64.0","3","4","21","4","58","32","12","72","20","1.22","10.19","2.86","4.52","4.44","","0.5","0.3","","404.2","20000"
"Nick Lodolo","CIN","6","6","32.0","2","2","0","0","30","15","5","33","10","1.28","9.41","2.94","4.15","4.11","","0.5","0.5","","521.1","sa917947"
"Josh Taylor","BOS","0","60","60.0","3","2","1","12","52","26","7","71","26","1.30","10.71","3.86","3.84","3.72","","0.5","0.6","","999.0","17359"
"Jesús Luzardo","MIA","16","34","83.0","5","6","0","1","80","40","12","83","34","1.38","8.98","3.71","4.37","4.46","","0.5","0.6","","289.1","19959"
"Kyle Finnegan","WSN","0","66","66.0","5","4","28","4","62","31","8","69","30","1.39","9.38","4.15","4.17","4.15","","0.5","0.5","","355.4","15009"
"Héctor Neris","HOU","0","72","72.0","5","4","3","15","59","31","10","90","30","1.24","11.20","3.73","3.81","3.97","","0.5","0.7","","479.9","11804"
"Justin Steele","CHC","15","48","91.0","5","6","0","1","87","46","13","89","43","1.43","8.79","4.25","4.53","4.68","","0.5","0.5","","590.2","17312"
"Jake Cousins","MIL","0","60","60.0","3","2","0","12","48","24","7","76","26","1.24","11.39","3.89","3.60","3.70","","0.5","0.7","","593.7","21620"
"Connor Brogdon","PHI","0","63","63.0","4","4","1","13","57","30","10","66","24","1.28","9.50","3.40","4.28","4.32","","0.5","0.3","","599.6","21205"
"Andrew Chafin","","0","70","70.0","4","3","0","0","63","30","8","69","25","1.25","8.92","3.16","3.89","3.90","","0.5","0.5","","594.5","12988"
"Luis Gil","NYY","10","34","63.0","3","3","0","1","55","32","10","73","34","1.41","10.48","4.82","4.55","4.61","","0.5","0.4","","475.2","21052"
"Matt Brash","SEA","11","43","83.0","4","5","0","1","76","40","12","83","37","1.36","9.06","3.99","4.31","4.45","","0.5","0.6","","576.8","sa3010616"
"Carlos Martínez","","24","24","133.0","7","10","0","0","144","76","20","100","57","1.51","6.73","3.85","5.15","5.14","","0.5","0.4","","598.5","11682"
"Cole Hamels","","13","13","70.0","4","4","0","0","71","36","11","62","26","1.39","7.99","3.38","4.56","4.82","","0.5","0.7","","599.5","4972"
"Joely Rodríguez","NYY","0","56","56.0","4","2","0","10","49","21","5","61","21","1.26","9.78","3.41","3.42","3.48","","0.5","0.5","","600.9","11487"
"Zac Lowther","BAL","18","36","89.0","5","7","0","1","90","49","15","79","40","1.46","7.96","4.04","4.99","5.09","","0.5","0.5","","999.0","20243"
"Richard Bleier","MIA","0","62","62.0","3","3","2","12","63","24","5","45","13","1.22","6.55","1.89","3.52","3.61","","0.5","0.6","","598.6","7803"
"Justin Dunn","SEA","16","16","82.0","4","5","0","0","76","44","14","82","39","1.41","9.01","4.28","4.87","4.99","","0.5","0.4","","564.5","19268"
"A.J. Alexy","TEX","21","21","101.0","5","7","0","0","100","57","16","91","52","1.50","8.09","4.65","5.09","5.12","","0.5","0.4","","590.0","22343"
"Josh Staumont","KCR","0","64","64.0","4","3","5","13","54","29","8","74","34","1.38","10.45","4.82","4.15","4.13","","0.5","0.5","","454.3","18335"
"Trevor Cahill","","16","16","76.0","4","6","0","0","79","41","11","61","31","1.45","7.31","3.70","4.92","4.86","","0.5","0.5","","999.0","6249"
"Taylor Hearn","TEX","23","23","109.0","6","7","0","0","108","61","19","102","49","1.45","8.46","4.08","5.03","5.02","","0.5","0.5","","578.8","18325"
"Daniel Lynch","KCR","13","13","66.0","4","4","0","0","70","36","10","53","26","1.45","7.27","3.52","4.90","4.83","","0.5","0.6","","499.3","21537"
"Alex Reyes","STL","0","68","68.0","6","5","9","12","52","30","8","87","40","1.36","11.57","5.31","3.91","4.08","","0.5","0.5","","295.5","15015"
"Will Harris","WSN","0","56","56.0","3","2","1","12","53","25","7","56","19","1.28","9.05","3.04","3.97","3.85","","0.5","0.3","","599.7","3192"
"Art Warren","CIN","0","54","54.0","4","3","0","10","43","22","7","70","23","1.23","11.67","3.85","3.64","3.61","","0.5","0.4","","530.6","18251"
"Camilo Doval","SFG","0","67","67.0","5","4","26","5","54","28","6","82","38","1.37","10.98","5.09","3.70","3.80","","0.5","0.7","","158.3","21992"
"Jordan Lyles","","28","28","134.0","6","10","0","0","147","82","29","109","47","1.44","7.28","3.12","5.52","5.54","","0.5","0.2","","564.0","7593"
"Dustin May","LAD","5","29","47.0","3","2","0","1","43","19","6","48","14","1.21","9.29","2.64","3.76","3.76","","0.5","0.5","","531.7","19716"
"Anthony Bender","MIA","0","63","63.0","3","3","10","11","55","26","7","68","26","1.28","9.66","3.67","3.77","3.82","","0.5","0.4","","415.0","19742"
"Dylan Coleman","KCR","0","60","60.0","4","3","0","11","53","25","7","67","26","1.32","10.01","3.93","3.82","3.83","","0.5","0.5","","589.8","22276"
"Seth Lugo","NYM","0","70","70.0","4","4","1","15","62","30","10","77","21","1.18","9.92","2.67","3.81","3.92","","0.5","0.5","","591.7","12447"
"Cade Cavalli","WSN","10","10","51.0","3","3","0","0","51","27","8","49","25","1.47","8.60","4.38","4.81","4.78","","0.4","0.4","","558.2","sa3014421"
"Jake Diekman","","0","69","69.0","4","3","0","0","53","28","7","91","39","1.34","11.84","5.09","3.59","3.85","","0.4","0.7","","597.9","5003"
"Mike Fiers","","23","23","127.0","6","9","0","0","139","72","25","84","36","1.38","5.96","2.59","5.15","5.39","","0.4","0.5","","999.0","7754"
"Cody Morris","CLE","6","38","58.0","3","3","0","1","54","26","8","62","21","1.29","9.48","3.29","4.07","4.07","","0.4","0.4","","583.4","sa3008653"
"Kendall Graveman","CHW","0","62","62.0","4","3","1","12","55","26","7","65","24","1.29","9.50","3.55","3.78","3.96","","0.4","0.6","","496.7","15514"
"Matt Wisler","TBR","0","60","60.0","4","3","2","11","53","26","9","69","19","1.19","10.39","2.86","3.84","3.84","","0.4","0.5","","600.9","12804"
"Brandon Williamson","SEA","6","6","34.0","2","2","0","0","32","16","5","36","13","1.30","9.44","3.43","4.16","4.27","","0.4","0.4","","600.6","sa3011494"
"A.J. Puk","OAK","3","63","73.0","5","4","5","10","68","32","9","74","30","1.34","9.16","3.73","4.00","4.18","","0.4","0.5","","543.0","19343"
"Jake Odorizzi","HOU","6","50","72.0","5","4","0","4","68","34","12","71","22","1.26","8.89","2.79","4.21","4.33","","0.4","0.5","","486.6","6397"
"Jake McGee","SFG","0","66","66.0","3","3","8","13","61","29","10","67","18","1.20","9.07","2.41","4.02","4.06","","0.4","0.3","","268.8","7550"
"Craig Stammen","SDP","0","60","60.0","4","3","1","11","58","25","7","54","14","1.20","8.07","2.07","3.74","3.66","","0.4","0.3","","599.0","7274"
"Sam Coonrod","PHI","0","59","59.0","3","3","2","12","52","25","7","63","25","1.30","9.65","3.77","3.87","3.98","","0.4","0.5","","599.3","17264"
"Tyler Duffey","MIN","0","66","66.0","3","3","4","12","61","30","9","69","25","1.30","9.35","3.40","4.11","4.07","","0.4","0.6","","574.6","13758"
"Daniel Bard","COL","0","65","65.0","6","5","9","9","62","33","9","73","33","1.46","10.12","4.52","4.59","4.47","","0.4","0.6","","561.7","7115"
"Luke Jackson","ATL","0","66","66.0","3","3","1","17","61","29","8","73","28","1.35","9.94","3.86","3.95","3.96","","0.4","0.6","","593.5","11752"
"Sammy Long","SFG","16","28","77.0","4","4","0","1","76","38","11","70","30","1.37","8.19","3.50","4.51","4.56","","0.4","0.5","","583.9","25379"
"Dillon Peters","PIT","13","53","92.0","4","6","0","1","96","49","15","77","32","1.40","7.56","3.17","4.79","4.76","","0.4","0.2","","600.4","18790"
"Daniel Hudson","LAD","0","61","61.0","4","3","4","13","52","27","10","73","23","1.23","10.81","3.40","4.02","4.06","","0.4","0.3","","569.4","7146"
"Tommy Kahnle","LAD","0","54","54.0","3","2","0","11","44","22","8","71","20","1.18","11.84","3.36","3.62","3.66","","0.4","0.3","","999.0","11384"
"Chris Stratton","PIT","0","68","68.0","4","4","8","13","66","34","9","67","27","1.37","8.89","3.58","4.47","4.26","","0.4","0.0","","507.8","13761"
"Caleb Thielbar","MIN","0","62","62.0","3","3","1","12","57","28","9","66","21","1.26","9.64","3.03","4.14","4.11","","0.4","0.3","","999.0","10078"
"Lewis Thorpe","MIN","11","31","65.0","4","4","0","1","71","37","11","53","24","1.45","7.31","3.36","5.03","4.95","","0.4","0.2","","599.9","15906"
"Jorge Alcala","MIN","0","62","62.0","4","3","4","13","58","29","9","66","23","1.30","9.53","3.30","4.23","4.09","","0.3","0.4","","449.0","19459"
"Zach Davies","","29","29","148.0","8","10","0","0","160","85","25","108","61","1.50","6.57","3.73","5.16","5.23","","0.3","0.6","","592.3","13183"
"Deolis Guerra","OAK","0","64","64.0","3","3","3","11","60","30","9","63","22","1.27","8.87","3.03","4.22","4.29","","0.3","0.3","","599.5","8410"
"José Ureña","","23","23","106.0","5","7","0","0","117","60","17","75","40","1.48","6.38","3.43","5.13","5.15","","0.3","0.4","","999.0","11589"
"Luis Cessa","CIN","0","66","66.0","3","3","4","12","66","33","10","60","24","1.36","8.24","3.26","4.54","4.41","","0.3","0.2","","583.8","13345"
"Jordan Balazovic","MIN","8","8","42.0","2","3","0","0","45","23","6","35","17","1.45","7.35","3.58","4.82","4.76","","0.3","0.3","","600.5","sa918017"
"Nick Sandlin","CLE","0","62","62.0","3","2","1","15","50","27","8","77","33","1.34","11.22","4.81","3.89","4.12","","0.3","0.6","","599.8","20517"
"Ryne Stanek","HOU","0","70","70.0","4","3","1","13","57","32","11","88","34","1.31","11.27","4.42","4.15","4.29","","0.3","0.5","","595.1","15947"
"Rowan Wick","CHC","0","64","64.0","3","2","29","3","57","29","8","70","30","1.36","9.88","4.25","4.03","4.16","","0.3","0.6","","320.7","14646"
"Trevor Richards","TOR","0","56","56.0","4","3","0","11","49","25","8","63","21","1.24","10.20","3.31","3.98","4.02","","0.3","0.5","","597.3","19309"
"Adam Cimber","TOR","0","68","68.0","4","3","1","13","70","31","8","48","20","1.31","6.39","2.59","4.14","4.30","","0.3","0.7","","600.9","15288"
"Daulton Jefferies","OAK","6","58","78.0","4","4","0","8","80","36","11","61","16","1.24","7.06","1.88","4.21","4.23","","0.3","0.4","","591.2","19345"
"Clay Holmes","NYY","0","60","60.0","4","3","1","12","52","26","6","66","32","1.40","9.88","4.77","3.97","4.05","","0.3","0.4","","598.0","13649"
"Casey Sadler","SEA","0","60","60.0","3","2","0","12","54","26","8","58","19","1.23","8.69","2.92","3.84","4.09","","0.3","0.5","","600.9","11209"
"Ken Giles","SEA","0","54","54.0","3","2","8","7","46","22","8","65","18","1.18","10.79","2.98","3.69","3.72","","0.3","0.3","","290.7","12910"
"Tim Hill","SDP","0","60","60.0","5","4","1","12","55","25","7","57","21","1.28","8.61","3.22","3.68","3.96","","0.3","0.4","","999.0","16814"
"Mike Foltynewicz","","23","23","125.0","6","9","0","0","134","74","25","96","42","1.41","6.90","3.04","5.32","5.35","","0.3","0.2","","599.6","10811"
"Jackson Kowar","KCR","6","14","37.0","2","3","0","1","36","19","5","35","15","1.42","8.66","3.77","4.65","4.47","","0.3","0.4","","598.5","21549"
"Jake Arrieta","","16","16","81.0","5","7","0","0","88","45","13","60","32","1.49","6.72","3.60","5.05","5.07","","0.3","0.3","","999.0","4153"
"Chad Kuhl","","16","44","93.0","5","7","0","0","91","50","14","88","46","1.47","8.55","4.47","4.83","4.90","","0.3","0.5","","600.8","14975"
"Brett Martin","TEX","0","61","61.0","3","3","2","14","63","27","7","51","19","1.34","7.45","2.83","3.99","4.04","","0.3","0.5","","999.0","17369"
"Kyle Bradish","BAL","6","20","40.0","2","2","0","1","39","21","6","40","19","1.44","8.93","4.25","4.76","4.75","","0.3","0.2","","999.0","sa3008605"
"Matthew Liberatore","STL","8","8","39.0","3","3","0","0","40","19","6","31","13","1.35","7.17","2.98","4.46","4.66","","0.3","0.3","","583.8","sa3008163"
"Miguel Castro","NYM","0","63","63.0","3","3","0","14","52","27","7","73","34","1.37","10.38","4.92","3.88","4.02","","0.3","0.3","","600.9","15684"
"Ryan Rolison","COL","10","10","50.0","2","3","0","0","57","31","9","40","19","1.52","7.17","3.41","5.56","5.23","","0.3","0.3","","600.3","sa3008244"
"Adrian Morejon","SDP","3","13","23.0","2","2","0","1","19","9","3","27","9","1.24","10.74","3.62","3.65","3.51","","0.3","0.3","","999.0","20039"
"JT Chargois","TBR","0","63","63.0","4","3","3","14","54","26","7","68","28","1.31","9.75","3.99","3.75","3.96","","0.3","0.6","","600.7","13767"
"Tyler Gilbert","ARI","13","19","58.0","3","4","0","1","61","32","9","46","21","1.41","7.21","3.23","4.90","4.89","","0.3","0.4","","600.2","17964"
"Edward Cabrera","MIA","6","28","40.0","2","2","0","0","35","18","5","44","19","1.36","9.89","4.23","4.16","4.25","","0.3","0.4","","481.0","21690"
"Robert Suarez","SDP","0","58","58.0","3","2","5","9","53","25","7","59","20","1.26","9.18","3.10","3.81","3.88","","0.3","0.3","","447.3","sa869798"
"Alex Vesia","LAD","0","62","62.0","4","3","2","16","50","28","10","81","31","1.30","11.72","4.48","4.08","4.31","","0.3","0.3","","593.4","25007"
"Adam Ottavino","","0","68","68.0","5","3","0","0","57","30","7","81","37","1.39","10.70","4.92","3.98","4.03","","0.3","0.3","","597.8","1247"
"Steven Brault","","23","23","105.0","5","7","0","0","109","59","16","84","52","1.52","7.14","4.40","5.06","5.16","","0.3","0.4","","999.0","15291"
"Tanner Rainey","WSN","0","65","65.0","4","4","7","12","52","33","10","89","43","1.46","12.30","5.91","4.53","4.51","","0.3","0.1","","371.4","17610"
"George Kirby","SEA","5","5","25.0","1","2","0","0","26","12","4","22","8","1.31","7.75","2.76","4.29","4.38","","0.3","0.3","","577.0","sa3011526"
"Ethan Small","MIL","8","8","39.0","2","2","0","0","38","21","6","37","19","1.46","8.42","4.41","4.75","4.88","","0.3","0.3","","600.2","sa3011621"
"Paul Fry","BAL","0","52","52.0","3","3","0","8","45","23","5","57","29","1.44","9.83","5.08","4.05","4.15","","0.3","0.3","","999.0","15832"
"Griffin Canning","LAA","5","21","38.0","2","2","0","1","36","19","6","40","14","1.31","9.46","3.38","4.44","4.50","","0.3","0.3","","574.4","19867"
"José Cisnero","DET","0","61","61.0","4","4","1","11","55","28","7","63","30","1.39","9.26","4.36","4.20","4.32","","0.3","0.3","","999.0","6399"
"Michael King","NYY","3","53","63.0","4","3","0","7","60","29","9","63","21","1.27","8.99","2.94","4.14","4.19","","0.3","0.3","","599.5","19853"
"Josh Sborz","TEX","0","60","60.0","4","3","1","12","53","28","9","70","26","1.32","10.49","3.92","4.19","4.09","","0.3","0.2","","600.2","18323"
"Scott Kazmir","","10","10","46.0","3","3","0","0","48","25","7","37","18","1.43","7.35","3.45","4.85","4.88","","0.3","0.4","","999.0","4897"
"Max Meyer","MIA","5","5","25.0","1","2","0","0","25","12","3","22","11","1.42","7.77","3.84","4.39","4.42","","0.2","0.2","","535.1","sa3014430"
"Ryan Thompson","TBR","0","55","55.0","4","3","1","9","50","22","7","54","17","1.22","8.81","2.72","3.68","3.77","","0.2","0.3","","999.0","16647"
"Bailey Falter","PHI","3","51","61.0","3","3","0","6","59","29","10","59","17","1.25","8.76","2.52","4.24","4.33","","0.2","0.2","","600.2","20070"
"Paolo Espino","WSN","11","27","61.0","3","4","0","1","67","36","13","52","18","1.37","7.56","2.59","5.28","5.13","","0.2","0.1","","597.3","8246"
"Kyle Muller","ATL","8","8","40.0","3","3","0","0","38","21","6","41","22","1.47","9.02","4.83","4.70","4.76","","0.2","0.3","","567.1","20167"
"Dillon Tate","BAL","0","58","58.0","3","3","1","11","58","27","7","48","21","1.35","7.50","3.20","4.25","4.40","","0.2","0.4","","598.6","17796"
"Cole Winn","TEX","8","8","39.0","2","2","0","0","39","21","6","36","18","1.44","8.29","4.08","4.86","4.86","","0.2","0.2","","591.6","sa3008662"
"Tyler Rogers","SFG","0","70","70.0","4","3","5","16","73","32","7","48","20","1.33","6.13","2.57","4.05","4.13","","0.2","0.4","","522.2","15541"
"Sean Hjelle","SFG","6","6","35.0","2","2","0","0","37","18","4","23","13","1.46","6.09","3.48","4.65","4.62","","0.2","0.3","","597.0","sa3007989"
"Génesis Cabrera","STL","0","66","66.0","4","3","1","17","56","29","9","75","31","1.31","10.26","4.26","3.92","4.21","","0.2","0.4","","598.3","17490"
"Diego Castillo","SEA","0","65","65.0","4","4","4","14","57","29","9","69","29","1.33","9.58","3.98","3.99","4.23","","0.2","0.4","","399.2","17496"
"Vladimir Gutierrez","CIN","24","24","128.0","7","10","0","0","141","82","27","108","51","1.49","7.53","3.56","5.73","5.59","","0.2","0.0","","570.8","19278"
"Jake Brentz","KCR","0","60","60.0","3","3","1","12","51","27","7","70","33","1.40","10.57","4.94","4.11","4.13","","0.2","0.5","","600.1","17783"
"Wade LeBlanc","","11","11","53.0","3","3","0","0","58","30","10","37","17","1.43","6.36","2.86","5.15","5.18","","0.2","0.2","","999.0","5221"
"Wandy Peralta","NYY","0","58","58.0","4","3","0","12","55","26","7","55","24","1.36","8.52","3.65","4.06","4.20","","0.2","0.3","","999.0","14295"
"Jeff Hoffman","CIN","2","64","68.0","4","4","1","15","63","35","11","79","33","1.41","10.37","4.39","4.64","4.60","","0.2","0.1","","999.0","17432"
"Phil Maton","HOU","0","64","64.0","3","3","0","13","57","29","8","71","27","1.31","9.92","3.80","4.01","4.12","","0.2","0.4","","598.6","18064"
"MacKenzie Gore","SDP","6","6","32.0","2","2","0","0","31","17","5","29","15","1.45","8.22","4.27","4.66","4.77","","0.2","0.2","","999.0","sa3005068"
"Amir Garrett","CIN","0","61","61.0","3","3","1","12","52","29","10","77","33","1.40","11.42","4.85","4.31","4.44","","0.2","0.2","","592.8","14375"
"Kyle Wright","ATL","5","27","45.0","3","3","0","1","45","22","6","40","17","1.38","8.13","3.43","4.53","4.44","","0.2","0.3","","596.3","19665"
"Alec Mills","CHC","16","32","81.0","4","5","0","1","90","46","14","59","25","1.42","6.55","2.76","5.11","5.13","","0.2","0.3","","588.9","13834"
"Domingo Acevedo","OAK","0","62","62.0","3","3","0","14","57","28","9","64","21","1.26","9.25","3.11","4.02","4.14","","0.2","0.5","","600.7","17092"
"Spencer Strider","ATL","3","21","31.0","2","2","0","1","28","15","5","34","13","1.33","9.82","3.76","4.31","4.31","","0.2","0.2","","600.4","27498"
"Tanner Roark","","10","10","46.0","3","3","0","0","50","26","8","37","16","1.43","7.25","3.15","5.12","5.16","","0.2","0.2","","999.0","8753"
"Julio Teheran","","19","19","101.0","5","7","0","0","101","59","19","85","47","1.47","7.64","4.23","5.27","5.52","","0.2","0.2","","999.0","6797"
"D.L. Hall","BAL","5","5","25.0","1","2","0","0","23","14","4","26","15","1.54","9.46","5.55","4.91","5.08","","0.2","0.2","","599.7","sa3005282"
"Jon Heasley","KCR","5","23","39.0","2","2","0","1","41","21","6","31","15","1.43","7.05","3.34","4.85","4.78","","0.2","0.2","","999.0","22224"
"Austin Warren","LAA","0","61","61.0","4","4","1","12","58","30","8","60","29","1.43","8.87","4.26","4.41","4.52","","0.2","0.1","","999.0","24937"
"Kenley Jansen","","0","67","67.0","4","3","0","0","54","28","10","84","26","1.19","11.32","3.47","3.75","3.89","","0.2","0.2","","96.3","3096"
"José Quijada","LAA","0","56","56.0","3","3","0","9","48","25","8","68","29","1.37","10.89","4.71","4.09","4.31","","0.2","0.2","","999.0","19200"
"Matt Moore","","21","21","99.0","4","6","0","0","105","59","19","84","44","1.51","7.67","4.05","5.42","5.44","","0.2","0.1","","999.0","1890"
"Spencer Patton","TEX","0","64","64.0","4","4","3","12","60","32","9","65","27","1.36","9.09","3.74","4.43","4.39","","0.2","0.1","","598.4","12361"
"Julian Merryweather","TOR","0","54","54.0","3","2","2","9","52","25","7","54","19","1.31","9.07","3.16","4.16","4.06","","0.2","0.3","","583.1","16703"
"Ryan Weathers","SDP","6","16","36.0","2","2","0","1","38","19","6","28","13","1.41","6.98","3.24","4.81","4.90","","0.2","0.1","","598.3","23796"
"Joe Kelly","","0","59","59.0","3","2","0","0","51","23","5","65","26","1.31","9.92","4.00","3.52","3.59","","0.2","0.2","","598.7","9761"
"Emilio Pagán","SDP","0","63","63.0","3","3","3","12","56","31","12","71","21","1.23","10.12","3.03","4.38","4.50","","0.2","-0.1","","541.9","14771"
"Tobias Myers","CLE","5","29","43.0","3","3","0","1","43","22","7","40","14","1.32","8.33","2.90","4.52","4.55","","0.2","0.2","","999.0","sa918088"
"Robert Stephenson","COL","0","63","63.0","3","3","2","14","60","33","11","71","27","1.38","10.15","3.84","4.77","4.50","","0.2","0.3","","584.8","13594"
"Dinelson Lamet","SDP","0","52","52.0","3","2","8","5","43","21","7","65","20","1.21","11.29","3.52","3.59","3.65","","0.2","0.1","","365.0","17186"
"Kervin Castro","SFG","3","43","53.0","3","3","0","1","51","25","6","50","23","1.39","8.46","3.88","4.32","4.30","","0.2","0.1","","599.9","21656"
